Drug	side_effect_name
Daunorubicin	Dermatitis
Daunorubicin	Pulmonary hypertension
Daunorubicin	Radiation recall reaction (dermatologic)
Daunorubicin	Pruritus
Daunorubicin	Chest tightness
Daunorubicin	Cellulitis
Daunorubicin	Oesophagitis
Daunorubicin	Red blotches
Daunorubicin	Dehydration
Daunorubicin	Induration
Daunorubicin	Amnesia
Daunorubicin	Electrocardiogram change
Daunorubicin	Eye pain
Daunorubicin	Angina pectoris
Daunorubicin	Injection site inflammation
Daunorubicin	Tinnitus
Daunorubicin	Sinusitis
Daunorubicin	Rash
Daunorubicin	Vomiting
Daunorubicin	Cardiac tamponade
Daunorubicin	Dysuria
Daunorubicin	Ear pain
Daunorubicin	Renal failure
Daunorubicin	Thinking abnormal
Daunorubicin	Body temperature increased
Daunorubicin	Thirst
Daunorubicin	Thrombocytopenia
Daunorubicin	Febrile neutropenia
Daunorubicin	Proctalgia
Daunorubicin	Thrombophlebitis
Daunorubicin	Chills
Daunorubicin	Hypertension
Daunorubicin	Welts
Daunorubicin	Ill-defined disorder
Daunorubicin	Palpitations
Daunorubicin	Recall phenomenon
Daunorubicin	Pain
Daunorubicin	Opportunistic infection
Daunorubicin	Influenza like illness
Daunorubicin	Leukopenia
Daunorubicin	Liver disorder
Daunorubicin	Sinus tachycardia
Daunorubicin	Anorexia
Daunorubicin	Anxiety
Daunorubicin	Local reaction
Daunorubicin	Cardiac failure congestive
Daunorubicin	Dysgeusia
Daunorubicin	Rectal tenesmus
Daunorubicin	Supraventricular tachycardia
Daunorubicin	Alopecia reversible
Daunorubicin	Affect lability
Daunorubicin	Alopecia
Daunorubicin	Rigors
Daunorubicin	Seborrhoeic dermatitis
Daunorubicin	Polyuria
Daunorubicin	Tremor
Daunorubicin	Hyperhidrosis
Daunorubicin	Skin hyperpigmentation
Daunorubicin	Rash macular
Daunorubicin	Hypersensitivity
Daunorubicin	Dyspnoea
Daunorubicin	Dysphagia
Daunorubicin	Tachycardia
Daunorubicin	Blood uric acid increased
Daunorubicin	Gastrointestinal pain
Daunorubicin	Nail disorder
Daunorubicin	Bone marrow depression
Daunorubicin	Anorectal discomfort
Daunorubicin	Pericarditis
Daunorubicin	Cardiac arrest
Daunorubicin	Cardiac disorder
Daunorubicin	Cardiac failure
Daunorubicin	Abdominal pain
Daunorubicin	Chest pain
Daunorubicin	Splenomegaly
Daunorubicin	Lung infiltration
Daunorubicin	Acute coronary syndrome
Daunorubicin	Malaise
Daunorubicin	Agitation
Daunorubicin	Influenza-like symptoms
Daunorubicin	Insomnia
Daunorubicin	Anaphylactoid reaction
Daunorubicin	Anaphylactic shock
Daunorubicin	Mental disability
Daunorubicin	Arrhythmia
Daunorubicin	Arthralgia
Daunorubicin	Acute cardiac toxicity
Daunorubicin	Oedema
Daunorubicin	Stomatitis
Daunorubicin	Syncope
Daunorubicin	Back pain
Daunorubicin	Myocarditis
Daunorubicin	Meningitis
Daunorubicin	Menopausal symptoms
Daunorubicin	Bundle branch block
Daunorubicin	Necrosis
Daunorubicin	Hepatomegaly
Daunorubicin	Hyperkinesia
Daunorubicin	Hyperpyrexia
Daunorubicin	Nocturia
Daunorubicin	Abnormal vision
Daunorubicin	Loss of consciousness
Daunorubicin	Ataxia
Daunorubicin	Lymphadenopathy
Daunorubicin	Sweating increased
Daunorubicin	Nail changes
Daunorubicin	Gingival bleeding
Daunorubicin	Nausea
Daunorubicin	Myocardial infarction
Daunorubicin	Neuropathy
Daunorubicin	Hepatic impairment
Daunorubicin	Feeling abnormal
Daunorubicin	Flushing
Daunorubicin	Somnolence
Daunorubicin	Asthenia
Daunorubicin	Folliculitis
Daunorubicin	Atrioventricular block
Daunorubicin	Atrial fibrillation
Daunorubicin	Melaena
Daunorubicin	Haemoptysis
Daunorubicin	Hiccups
Daunorubicin	Hot flush
Daunorubicin	Myelosuppression
Daunorubicin	Mucosal inflammation
Daunorubicin	Hallucination
Daunorubicin	Gait disturbance
Daunorubicin	Mood swings
Daunorubicin	Gastrointestinal haemorrhage
Daunorubicin	Gastritis
Daunorubicin	Haemorrhoids
Daunorubicin	Myelodysplastic syndrome
Daunorubicin	Neutropenia
Daunorubicin	Hepatic function abnormal
Daunorubicin	Neuropathy peripheral
Daunorubicin	Headache
Daunorubicin	Musculoskeletal discomfort
Daunorubicin	Myalgia
Decitabine	Tachycardia
Decitabine	Cardiac failure congestive
Decitabine	Cardiac murmur
Decitabine	Staphylococcal bacteraemia
Decitabine	Glossodynia
Decitabine	Haematoma
Decitabine	Cardiac disorder
Decitabine	Candida infection
Decitabine	Hyperbilirubinaemia
Decitabine	Hyperglycaemia
Decitabine	Haemoglobin
Decitabine	Contusion
Decitabine	Gingival pain
Decitabine	Hypoaesthesia
Decitabine	Hypoalbuminaemia
Decitabine	Gingival bleeding
Decitabine	Haemoptysis
Decitabine	Haemorrhage
Decitabine	Haemorrhage intracranial
Decitabine	Hypokalaemia
Decitabine	Headache
Decitabine	Splenomegaly
Decitabine	Ill-defined disorder
Decitabine	Hyperkalaemia
Decitabine	Hypersensitivity
Decitabine	Hypertension
Decitabine	Swelling face
Decitabine	Oral candidiasis
Decitabine	Tenderness
Decitabine	Thrombocytopenia
Decitabine	Cardio-respiratory arrest
Decitabine	Hypomagnesaemia
Decitabine	Haemorrhoids
Decitabine	Febrile neutropenia
Decitabine	Feeling abnormal
Decitabine	Fungal infection
Decitabine	Gastrointestinal pain
Decitabine	Gastrooesophageal reflux disease
Decitabine	Central line infection
Decitabine	Cheilitis
Decitabine	Chest discomfort
Decitabine	Chest pain
Decitabine	Chest wall pain
Decitabine	Chills
Decitabine	Cholecystitis
Decitabine	Hyponatraemia
Decitabine	Confusional state
Decitabine	Connective tissue disorder
Decitabine	Constipation
Decitabine	Pruritus
Decitabine	Pulmonary embolism
Decitabine	Pulmonary mass
Decitabine	Cough
Decitabine	Decreased appetite
Decitabine	Blood bicarbonate decreased
Decitabine	Blood bicarbonate increased
Decitabine	Blood bilirubin decreased
Decitabine	Blood bilirubin increased
Decitabine	Colonic abscess
Decitabine	Blood disorder
Decitabine	Hypotension
Decitabine	Hypoxia
Decitabine	Skin disorder
Decitabine	Staphylococcal infection
Decitabine	Stomatitis
Decitabine	Supraventricular tachycardia
Decitabine	Bronchopulmonary aspergillosis
Decitabine	Dysuria
Decitabine	Oral disorder
Decitabine	Oral herpes
Decitabine	Thrombocytosis
Decitabine	Blood chloride decreased
Decitabine	Fatigue
Decitabine	Catheter related infection
Decitabine	Catheter site erythema
Decitabine	Catheter site haemorrhage
Decitabine	Catheter site pain
Decitabine	Cellulitis
Decitabine	Upper gastrointestinal haemorrhage
Decitabine	Upper respiratory tract infection
Decitabine	Upper-airway cough syndrome
Decitabine	Urethral disorder
Decitabine	Urethral haemorrhage
Decitabine	Urinary tract disorder
Decitabine	Urinary tract infection
Decitabine	Urticaria
Decitabine	Vision blurred
Decitabine	Vomiting
Decitabine	Weight decreased
Decitabine	Hepatobiliary disease
Decitabine	Back pain
Decitabine	Bacteraemia
Decitabine	Blood albumin decreased
Decitabine	Blood alkaline phosphatase increased
Decitabine	Dehydration
Decitabine	Mycobacterium avium complex infection
Decitabine	Mycobacterium test
Decitabine	Myelosuppression
Decitabine	Myocardial infarction
Decitabine	Nasopharyngitis
Decitabine	Blood lactate dehydrogenase increased
Decitabine	Neoplasm malignant
Decitabine	Blood urea increased
Decitabine	Skin lesion
Decitabine	Dyspepsia
Decitabine	Dysphagia
Decitabine	Dyspnoea
Decitabine	Infestation NOS
Decitabine	Ear pain
Decitabine	Ecchymosis
Decitabine	Oral mucosal petechiae
Decitabine	Oral pain
Decitabine	Cardiomyopathy
Decitabine	Tongue ulceration
Decitabine	Tooth abscess
Decitabine	Toothache
Decitabine	Transfusion reaction
Decitabine	Gastrointestinal disorder
Decitabine	Alopecia
Decitabine	Anaemia
Decitabine	Anaphylactic shock
Decitabine	Anaphylactoid reaction
Decitabine	Angiopathy
Decitabine	Anorexia
Decitabine	Anxiety
Decitabine	Arthralgia
Decitabine	Ascites
Decitabine	Aspartate aminotransferase increased
Decitabine	Asthenia
Decitabine	Atrial fibrillation
Decitabine	Muscle spasms
Decitabine	Muscular weakness
Decitabine	Musculoskeletal chest pain
Decitabine	Pulmonary oedema
Decitabine	Rales
Decitabine	Rash
Decitabine	Renal failure
Decitabine	Depression
Decitabine	Dermatitis
Decitabine	Device related infection
Decitabine	Nausea
Decitabine	Discomfort
Decitabine	Dizziness
Decitabine	Drug hypersensitivity
Decitabine	Immune system disorder
Decitabine	Infection
Decitabine	Infestation
Decitabine	Oedema peripheral
Decitabine	Oedema
Decitabine	Pleural effusion
Decitabine	Epistaxis
Decitabine	Erythema
Decitabine	Excoriation
Decitabine	Oral soft tissue disorder NOS
Decitabine	Pain
Decitabine	Pain in extremity
Decitabine	Pallor
Decitabine	Pancytopenia
Decitabine	Peridiverticular abscess
Decitabine	Petechiae
Decitabine	Pharyngitis
Decitabine	Pharyngolaryngeal pain
Decitabine	Myalgia
Decitabine	Pneumonia
Decitabine	Pollakiuria
Decitabine	Post procedural haemorrhage
Decitabine	Post procedural pain
Decitabine	Postnasal drip
Decitabine	Procedural pain
Decitabine	Protein total decreased
Decitabine	Nervous system disorder
Decitabine	Dry skin
Decitabine	Bone pain
Decitabine	Musculoskeletal discomfort
Decitabine	Musculoskeletal pain
Decitabine	Lung infiltration
Decitabine	Lymphadenopathy
Decitabine	Malaise
Decitabine	Respiratory arrest
Decitabine	Respiratory sounds decreased
Decitabine	Respiratory tract infection
Decitabine	Diarrhoea
Decitabine	Sepsis
Decitabine	Abrasion NOS
Decitabine	Acute coronary syndrome
Decitabine	Unspecified disorder of skin and subcutaneous tissue
Decitabine	Breath sounds abnormal
Decitabine	Bronchitis
Decitabine	Night sweats
Decitabine	Abdominal distension
Decitabine	Eye disorder
Decitabine	Injection site swelling
Decitabine	Insomnia
Decitabine	Septic shock
Decitabine	Body temperature increased
Decitabine	Abdominal pain upper
Decitabine	Mucosal inflammation
Decitabine	Mediastinal disorder
Decitabine	Mental disorder
Decitabine	Loose stools
Decitabine	Lung infection
Decitabine	Rigors
Decitabine	Leukopenia
Decitabine	Mental status changes
Decitabine	Malnutrition
Decitabine	Neutropenia
Decitabine	Lethargy
Decitabine	Lip pain
Decitabine	Mouth haemorrhage
Decitabine	Abdominal pain
Decitabine	Liver function test abnormal
Decitabine	Laryngeal pain
Decitabine	Sinusitis
Decitabine	Acute febrile neutrophilic dermatosis
Decitabine	Sinus congestion
Decitabine	Lip ulceration
Decitabine	Intermittent fever
Dexamethasone	Ecchymosis
Dexamethasone	Dry eye
Dexamethasone	Drug dependence
Dexamethasone	Dizziness
Dexamethasone	Drug withdrawal syndrome
Dexamethasone	Miliaria
Dexamethasone	Pruritus
Dexamethasone	Pseudotumor
Dexamethasone	Panophthalmitis
Dexamethasone	Papilloedema
Dexamethasone	Dermatitis perioral
Dexamethasone	Dermatitis acneiform
Dexamethasone	Monoplegia
Dexamethasone	Diarrhoea
Dexamethasone	Intracranial pressure increased
Dexamethasone	Intraocular pressure increased
Dexamethasone	Diplegia
Dexamethasone	Erythema facial
Dexamethasone	Paraplegia
Dexamethasone	Dry skin
Dexamethasone	Irritability
Dexamethasone	Paraparesis
Dexamethasone	Diabetic
Dexamethasone	Malaise
Dexamethasone	Haemorrhage
Dexamethasone	Hallucination
Dexamethasone	Discomfort
Dexamethasone	Mass
Dexamethasone	Meningitis
Dexamethasone	Menstruation irregular
Dexamethasone	Paraesthesia
Dexamethasone	Migration of implant
Dexamethasone	Arrhythmia
Dexamethasone	Multiple fractures
Dexamethasone	Muscle atrophy
Dexamethasone	Diabetes mellitus
Dexamethasone	Device dislocation
Dexamethasone	Dermatitis contact
Dexamethasone	Angioedema
Dexamethasone	Folliculitis
Dexamethasone	Euphoric mood
Dexamethasone	Myalgia
Dexamethasone	Myasthenia gravis
Dexamethasone	Myocardial infarction
Dexamethasone	Exophthalmos
Dexamethasone	Extravasation
Dexamethasone	Peptic ulcer
Dexamethasone	Personality change
Dexamethasone	Dyspepsia
Dexamethasone	Muscle mass
Dexamethasone	Muscular weakness
Dexamethasone	Musculoskeletal discomfort
Dexamethasone	Pancreatitis acute
Dexamethasone	Fluid retention
Dexamethasone	Nitrogen balance negative
Dexamethasone	Ocular hypertension
Dexamethasone	Oedema
Dexamethasone	Oesophageal candidiasis
Dexamethasone	Oesophageal ulcer
Dexamethasone	Oesophagitis
Dexamethasone	Opportunistic infection
Dexamethasone	Optic neuritis
Dexamethasone	Osteoarthritis
Dexamethasone	Osteonecrosis
Dexamethasone	Low birth weight baby
Dexamethasone	Mania
Dexamethasone	Dermatitis
Dexamethasone	Pain
Dexamethasone	Headache
Dexamethasone	Hepatomegaly
Dexamethasone	Migraine
Dexamethasone	Hiccups
Dexamethasone	Hirsutism
Dexamethasone	Arthropathy
Dexamethasone	Mood swings
Dexamethasone	Atrophy
Dexamethasone	Benign intracranial hypertension
Dexamethasone	Birth weight low
Dexamethasone	Dermatitis bullous
Dexamethasone	Blepharitis
Dexamethasone	Blindness
Dexamethasone	Epilepsy
Dexamethasone	Erythema
Dexamethasone	Hypotony of eye
Dexamethasone	Ill-defined disorder
Dexamethasone	Psychotic disorder
Dexamethasone	Eye disorder
Dexamethasone	Eye infection
Dexamethasone	Eye pain
Dexamethasone	Eyelid ptosis
Dexamethasone	Fat embolism
Dexamethasone	Bladder dysfunction
Dexamethasone	Feeling abnormal
Dexamethasone	Retinopathy of prematurity
Dexamethasone	Schizophrenia
Dexamethasone	Scleral thinning
Dexamethasone	Secondary infection
Dexamethasone	Sensation of foreign body
Dexamethasone	Fracture
Dexamethasone	Fungal infection
Dexamethasone	Gastrointestinal disorder
Dexamethasone	Gastrointestinal pain
Dexamethasone	Glaucoma
Dexamethasone	Glucose tolerance impaired
Dexamethasone	Glycosuria
Dexamethasone	Growth retardation
Dexamethasone	Haemoglobin
Dexamethasone	Steroid withdrawal syndrome
Dexamethasone	Angiopathy
Dexamethasone	Anorexia
Dexamethasone	Anterior chamber cell
Dexamethasone	Anterior chamber flare
Dexamethasone	Anterior chamber inflammation
Dexamethasone	Anxiety
Dexamethasone	Arachnoiditis
Dexamethasone	Aseptic necrosis
Dexamethasone	Asthenia
Dexamethasone	Electrolyte imbalance
Dexamethasone	Embolism
Dexamethasone	Embolism venous
Dexamethasone	Endophthalmitis
Dexamethasone	Hypotension
Dexamethasone	Hypotensive
Dexamethasone	Body temperature increased
Dexamethasone	Bradycardia
Dexamethasone	Impaired healing
Dexamethasone	Pulmonary oedema
Dexamethasone	Rash
Dexamethasone	Rash erythematous
Dexamethasone	Rash follicular
Dexamethasone	Retinal aneurysm
Dexamethasone	Fatigue
Dexamethasone	Retinal tear
Dexamethasone	Injury
Dexamethasone	Insomnia
Dexamethasone	Weight decreased
Dexamethasone	Weight increased
Dexamethasone	Withdrawal symptom
Dexamethasone	Joint instability
Dexamethasone	Keratitis
Dexamethasone	Lethargy
Dexamethasone	Leukocytosis
Dexamethasone	Leukoderma
Dexamethasone	Loss of consciousness
Dexamethasone	Loss of skin markings
Dexamethasone	Anaphylactoid reaction
Dexamethasone	Decreased appetite
Dexamethasone	Osteoporosis
Dexamethasone	Dependence psychological
Dexamethasone	Blister
Dexamethasone	Stinging
Dexamethasone	Suicidal ideation
Dexamethasone	Sweating increased
Dexamethasone	Herpes simplex
Dexamethasone	Hyperaemia
Dexamethasone	Hyperglycaemia
Dexamethasone	Hyperhidrosis
Dexamethasone	Hypernatraemia
Dexamethasone	Hypertension
Dexamethasone	Petechiae
Dexamethasone	Photopsia
Dexamethasone	Polymorphonuclear leukocytosis
Dexamethasone	Conjunctival haemorrhage
Dexamethasone	Proximal myopathy
Dexamethasone	Ulcer
Dexamethasone	Myocardial rupture
Dexamethasone	Increased appetite
Dexamethasone	Increased insulin requirement
Dexamethasone	Infection
Dexamethasone	Necrosis ischaemic
Dexamethasone	Nerve injury
Dexamethasone	Retinal detachment
Dexamethasone	Neuritis
Dexamethasone	Neuropathy
Dexamethasone	Neuropathy peripheral
Dexamethasone	Delusion
Dexamethasone	Conjunctival hyperaemia
Dexamethasone	Conjunctival oedema
Dexamethasone	Conjunctivitis
Dexamethasone	Contusion
Dexamethasone	Convulsion
Dexamethasone	Corneal erosion
Dexamethasone	Corneal oedema
Dexamethasone	Corneal thinning
Dexamethasone	Cushing's syndrome
Dexamethasone	Cushingoid
Dexamethasone	Spinal compression fracture
Dexamethasone	Steroid myopathy
Dexamethasone	Hypokalaemia
Dexamethasone	Posterior subcapsular cataract
Dexamethasone	Tuberculosis
Dexamethasone	Acneiform eruption
Dexamethasone	Unspecified disorder of intestine
Dexamethasone	Urticaria
Dexamethasone	Syncope
Dexamethasone	Vertigo
Dexamethasone	Tachycardia
Dexamethasone	Telangiectasia
Dexamethasone	Tendon rupture
Dexamethasone	Hypertrichosis
Dexamethasone	Hypertrophic cardiomyopathy
Dexamethasone	Vitreous opacities
Dexamethasone	Vomiting
Dexamethasone	Water retention
Dexamethasone	Complication of device insertion
Dexamethasone	Acute coronary syndrome
Dexamethasone	Shock
Dexamethasone	Vasculitis
Dexamethasone	Skin depigmentation
Dexamethasone	Visual acuity reduced
Dexamethasone	Visual disturbance
Dexamethasone	Nervous system disorder
Dexamethasone	Vitreous floaters
Dexamethasone	Vitreous haemorrhage
Dexamethasone	Thromboembolism
Dexamethasone	Thrombophlebitis
Dexamethasone	Trauma
Dexamethasone	Tingling sensation
Dexamethasone	Acne
Dexamethasone	Skin hyperpigmentation
Dexamethasone	Skin atrophy
Dexamethasone	Carbohydrate tolerance decreased
Dexamethasone	Skin exfoliation
Dexamethasone	Cataract subcapsular
Dexamethasone	Skin scaly
Dexamethasone	Skin striae
Dexamethasone	Thrombocytopenia
Dexamethasone	Abscess
Dexamethasone	Cognitive disorder
Dexamethasone	Cognitive impairment
Dexamethasone	Abdominal pain
Dexamethasone	Myopathy
Dexamethasone	Nausea
Dexamethasone	Calcinosis
Dexamethasone	Affect lability
Dexamethasone	Cataract
Dexamethasone	Visual impairment
Dexamethasone	Necrosis
Dexamethasone	Cardiomegaly
Dexamethasone	Amenorrhoea
Dexamethasone	Alkalosis hypokalaemic
Dexamethasone	Vitreous detachment
Dexamethasone	Adrenocortical insufficiency acute
Dexamethasone	Cardiac arrest
Dexamethasone	Anaphylactic shock
Dexamethasone	Allergic contact dermatitis
Dexamethasone	Alopecia
Dexamethasone	Cardiac failure
Dexamethasone	Cardiac failure congestive
Diphenhydramine	Pollakiuria
Diphenhydramine	Drowsiness
Diphenhydramine	Rash
Diphenhydramine	Paraesthesia
Diphenhydramine	Urinary retention
Diphenhydramine	Neuropathy peripheral
Diphenhydramine	Labyrinthitis
Diphenhydramine	Photosensitivity reaction
Diphenhydramine	Somnolence
Diphenhydramine	Dry mouth
Diphenhydramine	Palpitations
Diphenhydramine	Lassitude
Diphenhydramine	Photosensitivity
Diphenhydramine	Diplopia
Diphenhydramine	Constipation
Diphenhydramine	Irritability
Diphenhydramine	Drug eruption
Diphenhydramine	Insomnia
Diphenhydramine	Urticaria
Diphenhydramine	Confusional state
Diphenhydramine	Sweating increased
Diphenhydramine	Agranulocytosis
Diphenhydramine	Anorexia
Diphenhydramine	Nasal congestion
Diphenhydramine	Tremor
Diphenhydramine	Tinnitus
Diphenhydramine	Neuritis
Diphenhydramine	Headache
Diphenhydramine	Hyperhidrosis
Diphenhydramine	Nausea
Diphenhydramine	Hypotension
Diphenhydramine	Dysuria
Diphenhydramine	Decreased appetite
Diphenhydramine	Dizziness
Diphenhydramine	Nervousness
Diphenhydramine	Dermatitis
Diphenhydramine	Vertigo
Diphenhydramine	Chills
Diphenhydramine	Tension
Diphenhydramine	Agitation
Diphenhydramine	Thrombocytopenia
Diphenhydramine	Asthenia
Diphenhydramine	Vision blurred
Diphenhydramine	Feeling abnormal
Diphenhydramine	Vomiting
Diphenhydramine	Fatigue
Diphenhydramine	Diarrhoea
Diphenhydramine	Epigastric distress
Diphenhydramine	Haemolytic anaemia
Diphenhydramine	Convulsion
Diphenhydramine	Wheezing
Diphenhydramine	Chest discomfort
Diphenhydramine	Dyspepsia
Diphenhydramine	Euphoric mood
Diphenhydramine	Chest tightness
Diphenhydramine	Tachycardia
Diphenhydramine	Extrasystoles
Docetaxel	Metastatic disease
Docetaxel	Menopausal symptoms
Docetaxel	Menstruation irregular
Docetaxel	Urethral disorder
Docetaxel	Congestive cardiomyopathy
Docetaxel	Lymphoedema
Docetaxel	Migraine
Docetaxel	Mental disorder
Docetaxel	Mediastinal disorder
Docetaxel	Neuropathy
Docetaxel	Oedema
Docetaxel	Nail toxicity
Docetaxel	Unspecified disorder of skin and subcutaneous tissue
Docetaxel	Mucosal inflammation
Docetaxel	Urinary tract disorder
Docetaxel	Metastatic neoplasm
Docetaxel	Visual impairment
Docetaxel	Pulmonary oedema
Docetaxel	Malnutrition
Docetaxel	Odynophagia
Docetaxel	Lymphatic disorder
Docetaxel	Nail discolouration
Docetaxel	Raised liver function tests
Docetaxel	Rash
Docetaxel	Rash erythematous
Docetaxel	Visual disturbance
Docetaxel	Reaction gastrointestinal
Docetaxel	Renal failure
Docetaxel	Renal impairment
Docetaxel	Pulmonary fibrosis
Docetaxel	Pulmonary embolism
Docetaxel	Acute coronary syndrome
Docetaxel	Rhinorrhoea
Docetaxel	Nail disorder
Docetaxel	Radiation recall reaction (dermatologic)
Docetaxel	Rigors
Docetaxel	Scleroderma
Docetaxel	Conjunctivitis
Docetaxel	Connective tissue disorder
Docetaxel	Nasopharyngitis
Docetaxel	Vomiting
Docetaxel	Weight decreased
Docetaxel	Multi-organ failure
Docetaxel	Respiratory failure
Docetaxel	Rhinitis
Docetaxel	Neoplasm
Docetaxel	Radiation pneumonitis
Docetaxel	Angiopathy
Docetaxel	Neuritis
Docetaxel	Swelling
Docetaxel	Syncope
Docetaxel	Systemic lupus erythematosus
Docetaxel	Tachycardia
Docetaxel	Tearing eyes
Docetaxel	Throat sore
Docetaxel	Thrombocytopenia
Docetaxel	Thromboembolic event
Docetaxel	Thrombophlebitis
Docetaxel	Toxic epidermal necrolysis
Docetaxel	Acute leukaemia
Docetaxel	Lymphopenia
Docetaxel	Lupus erythematosus
Docetaxel	Lower respiratory tract infection
Docetaxel	Lung neoplasm malignant
Docetaxel	Cardiac disorder
Docetaxel	Rash generalised
Docetaxel	Cardiac failure congestive
Docetaxel	Recall phenomenon
Docetaxel	Redness
Docetaxel	Amenorrhoea
Docetaxel	Anaemia
Docetaxel	Anaphylactic shock
Docetaxel	Angina pectoris
Docetaxel	Angina unstable
Docetaxel	Myocardial infarction
Docetaxel	Myocardial ischaemia
Docetaxel	Nail changes
Docetaxel	Palmar-plantar erythrodysaesthesia syndrome
Docetaxel	Palpitations
Docetaxel	Pancytopenia
Docetaxel	Nausea
Docetaxel	Necrosis
Docetaxel	Necrotising colitis
Docetaxel	Necrotising enterocolitis neonatal
Docetaxel	Necrotizing enterocolitis
Docetaxel	Cutaneous lupus erythematosus
Docetaxel	Nervous system disorder
Docetaxel	Neuralgia
Docetaxel	Supraventricular tachycardia
Docetaxel	Deafness
Docetaxel	Death
Docetaxel	Decreased appetite
Docetaxel	Deep vein thrombosis
Docetaxel	Neuropathy peripheral
Docetaxel	Neurotoxicity
Docetaxel	Neutropenia
Docetaxel	Neutropenic colitis
Docetaxel	Neutropenic enterocolitis
Docetaxel	Neutropenic infection
Docetaxel	Neutropenic sepsis
Docetaxel	Non-cardiac chest pain
Docetaxel	Drug fever
Docetaxel	Oedema peripheral
Docetaxel	Oesophageal ulcer
Docetaxel	Oesophagitis
Docetaxel	Cardiac failure
Docetaxel	Onychomadesis
Docetaxel	Cardiotoxicity
Docetaxel	Chest discomfort
Docetaxel	Chest pain
Docetaxel	Weight increased
Docetaxel	Myalgia
Docetaxel	Myelodysplastic syndrome
Docetaxel	Myelosuppression
Docetaxel	Pain
Docetaxel	Pain in extremity
Docetaxel	Pain localised
Docetaxel	Arrhythmia
Docetaxel	Scotoma
Docetaxel	Sepsis
Docetaxel	Constipation
Docetaxel	Convulsion
Docetaxel	Cough
Docetaxel	Cramp muscle
Docetaxel	Cutaneous hypersensitivity
Docetaxel	Pharyngolaryngeal pain
Docetaxel	Cyst
Docetaxel	Cystoid macular oedema
Docetaxel	Dacryostenosis acquired
Docetaxel	Phosphatase alkaline increased
Docetaxel	Photopsia
Docetaxel	Pleural effusion
Docetaxel	Pneumonia
Docetaxel	Polyneuropathy
Docetaxel	Polyp
Docetaxel	Prothrombin level decreased
Docetaxel	Prurigo
Docetaxel	Pruritus
Docetaxel	Abdominal pain
Docetaxel	Abdominal pain upper
Docetaxel	Hand and foot syndrome secondary to sickle cell anaemia
Docetaxel	Acute myeloid leukaemia
Docetaxel	Acute pulmonary oedema
Docetaxel	Acute respiratory distress syndrome
Docetaxel	Advanced breast cancer
Docetaxel	Ageusia
Docetaxel	Agranulocytosis
Docetaxel	Alanine aminotransferase increased
Docetaxel	Hot flush
Docetaxel	Alopecia
Docetaxel	Hypertension
Docetaxel	Hypoaesthesia
Docetaxel	Hyponatraemia
Docetaxel	Hypotension
Docetaxel	Ileus
Docetaxel	Immune system disorder
Docetaxel	Anorexia
Docetaxel	Confusional state
Docetaxel	Erythema
Docetaxel	Erythema multiforme
Docetaxel	Paraesthesia
Docetaxel	Parosmia
Docetaxel	Pericardial effusion
Docetaxel	Skin exfoliation
Docetaxel	Skin hyperpigmentation
Docetaxel	Skin toxicity
Docetaxel	Somnolence
Docetaxel	Stevens-Johnson syndrome
Docetaxel	Stomatitis
Docetaxel	Lacrimal duct obstruction
Docetaxel	Lacrimal structural disorder
Docetaxel	Lacrimation
Docetaxel	Lacrimation increased
Docetaxel	Large intestine perforation
Docetaxel	Laryngeal pain
Docetaxel	Lethargy
Docetaxel	Leukopenia
Docetaxel	Lightheadedness
Docetaxel	Liver disorder
Docetaxel	Liver function test abnormal
Docetaxel	Liver function test normal
Docetaxel	Localized rash
Docetaxel	Loss of consciousness
Docetaxel	Carcinoma breast
Docetaxel	Carcinoma of lung
Docetaxel	Dry skin
Docetaxel	Duodenal ulcer
Docetaxel	Dysaesthesia
Docetaxel	Oral candidiasis
Docetaxel	Oropharyngeal discomfort
Docetaxel	Oropharyngeal pain
Docetaxel	Orthostatic hypotension
Docetaxel	Chest tightness
Docetaxel	Muscle spasms
Docetaxel	Musculoskeletal discomfort
Docetaxel	Colitis ischaemic
Docetaxel	Coma hepatic
Docetaxel	Eruption
Docetaxel	Infestation
Docetaxel	Infestation NOS
Docetaxel	Exfoliative rash
Docetaxel	Extravasation
Docetaxel	Eye disorder
Docetaxel	Eye irritation
Docetaxel	Peripheral motor neuropathy
Docetaxel	Pharyngitis
Docetaxel	Fatigue
Docetaxel	Febrile neutropenia
Docetaxel	Feeling abnormal
Docetaxel	Phlebitis
Docetaxel	Fluid retention
Docetaxel	Flushing
Docetaxel	Foetor hepaticus
Docetaxel	Gastrointestinal disorder
Docetaxel	Dehydration
Docetaxel	Dermatitis
Docetaxel	Dermatitis atopic
Docetaxel	Dermatitis bullous
Docetaxel	Diarrhoea
Docetaxel	Diarrhoea haemorrhagic
Docetaxel	Disseminated intravascular coagulation
Docetaxel	Dizziness
Docetaxel	Cancer pain
Docetaxel	Drug interaction
Docetaxel	Dry mouth
Docetaxel	Heartburn
Docetaxel	Hepatic failure
Docetaxel	Hepatitis
Docetaxel	Hepatobiliary disease
Docetaxel	Hepatocellular injury
Docetaxel	Hyperbilirubinaemia
Docetaxel	Hypersensitivity
Docetaxel	Otitis media
Docetaxel	Ototoxicity
Docetaxel	Ovarian cancer
Docetaxel	Enterocolitis
Docetaxel	Epistaxis
Docetaxel	Infection
Docetaxel	Blood bilirubin increased
