A,B,ATCsim,STsim,SEsim,integrated_score,integrated_score2,TAG
Azacitidine,Romiplostim,0.082084999,1.00E-50,0,1,0.082084999,P
Bexarotene,Methoxsalen,0.082084999,0.279453604,1.00E-50,1,0.338599654,P
Blebbistatin,Vincristine,1.00E-50,0.53497424,1.00E-50,0.53497424,0.53497424,0
Blebbistatin,Camptothecin,1.00E-50,0.506190253,1.00E-50,0.506190253,0.506190253,0
Blebbistatin,Aflibercept,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Blebbistatin,Aldesleukin,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Blebbistatin,Anakinra,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Blebbistatin,Geldanamycin,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,0
Blebbistatin,IL-27,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Blebbistatin,Interferon alfa-2a,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Blebbistatin,L744832,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Blebbistatin,Peginterferon alfa-2b,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Blebbistatin,Romiplostim,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Blebbistatin,Sorivudine,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Blebbistatin,Trebananib,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Blebbistatin,Trientine,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Blebbistatin,17-DMAG,1.00E-50,0.38103953,1.00E-50,0.38103953,0.38103953,N
Blebbistatin,2-Deoxyinosine,1.00E-50,0.448426398,1.00E-50,0.448426398,0.448426398,N
Blebbistatin,2-Methoxyestradiol,1.00E-50,0.337675607,1.00E-50,0.337675607,0.337675607,N
Blebbistatin,Abiraterone,1.00E-50,0.345945045,1.00E-50,0.345945045,0.345945045,N
Blebbistatin,ABT-737,1.00E-50,0.408118376,1.00E-50,0.408118376,0.408118376,N
Blebbistatin,ABT-751,1.00E-50,0.376936003,1.00E-50,0.376936003,0.376936003,N
Blebbistatin,AEE788,1.00E-50,0.355641214,1.00E-50,0.355641214,0.355641214,N
Blebbistatin,Afatinib,1.00E-50,0.416559338,1.00E-50,0.416559338,0.416559338,N
Blebbistatin,Aminophylline,1.00E-50,0.275183741,1.00E-50,0.275183741,0.275183741,N
Blebbistatin,Anastrozole,1.00E-50,0.36426719,1.00E-50,0.36426719,0.36426719,N
Blebbistatin,Arsenic trioxide,1.00E-50,0.216676144,1.00E-50,0.216676144,0.216676144,N
Blebbistatin,Arzoxifene,1.00E-50,0.398210287,1.00E-50,0.398210287,0.398210287,N
Blebbistatin,Axitinib,1.00E-50,0.424659371,1.00E-50,0.424659371,0.424659371,N
Blebbistatin,Azacitidine,1.00E-50,0.336120527,1.00E-50,0.336120527,0.336120527,N
Blebbistatin,Bexarotene,1.00E-50,0.391316241,1.00E-50,0.391316241,0.391316241,N
Blebbistatin,Bortezomib,1.00E-50,0.444634458,1.00E-50,0.444634458,0.444634458,N
Blebbistatin,Bosutinib,1.00E-50,0.394218041,1.00E-50,0.394218041,0.394218041,N
Blebbistatin,Busulfan,1.00E-50,0.151479487,1.00E-50,0.151479487,0.151479487,N
Blebbistatin,Cabazitaxel,1.00E-50,0.407330897,1.00E-50,0.407330897,0.407330897,N
Blebbistatin,Canfosfamide,1.00E-50,0.329603867,1.00E-50,0.329603867,0.329603867,N
Blebbistatin,Capecitabine,1.00E-50,0.454482317,1.00E-50,0.454482317,0.454482317,N
Blebbistatin,Carboplatin,1.00E-50,0.292509714,1.00E-50,0.292509714,0.292509714,N
Blebbistatin,Carmustine,1.00E-50,0.213867714,1.00E-50,0.213867714,0.213867714,N
Blebbistatin,Carvedilol,1.00E-50,0.387561866,1.00E-50,0.387561866,0.387561866,N
Blebbistatin,Cediranib,1.00E-50,0.4201115,1.00E-50,0.4201115,0.4201115,N
Blebbistatin,Celecoxib,1.00E-50,0.25025327,1.00E-50,0.25025327,0.25025327,N
Blebbistatin,Chenodeoxycholic acid,1.00E-50,0.355790166,1.00E-50,0.355790166,0.355790166,N
Blebbistatin,Chlorambucil,1.00E-50,0.322457032,1.00E-50,0.322457032,0.322457032,N
Blebbistatin,CI-1040,1.00E-50,0.366907276,1.00E-50,0.366907276,0.366907276,N
Blebbistatin,Cisplatin,1.00E-50,0.298803008,1.00E-50,0.298803008,0.298803008,N
Blebbistatin,Clofarabine,1.00E-50,0.314995418,1.00E-50,0.314995418,0.314995418,N
Blebbistatin,Cyclophosphamide,1.00E-50,0.316059005,1.00E-50,0.316059005,0.316059005,N
Blebbistatin,Cytarabine,1.00E-50,0.426432646,1.00E-50,0.426432646,0.426432646,N
Blebbistatin,Dacarbazine,1.00E-50,0.164883285,1.00E-50,0.164883285,0.164883285,N
Blebbistatin,Dasatinib,1.00E-50,0.373795234,1.00E-50,0.373795234,0.373795234,N
Blebbistatin,Daunorubicin,1.00E-50,0.44761337,1.00E-50,0.44761337,0.44761337,N
Blebbistatin,Decitabine,1.00E-50,0.451298295,1.00E-50,0.451298295,0.451298295,N
Blebbistatin,Dexamethasone,1.00E-50,0.34698072,1.00E-50,0.34698072,0.34698072,N
Blebbistatin,Diphenhydramine,1.00E-50,0.405300961,1.00E-50,0.405300961,0.405300961,N
Blebbistatin,Discodermolide,1.00E-50,0.435498166,1.00E-50,0.435498166,0.435498166,N
Blebbistatin,Docetaxel,1.00E-50,0.425338735,1.00E-50,0.425338735,0.425338735,N
Blebbistatin,Emodin,1.00E-50,0.436987634,1.00E-50,0.436987634,0.436987634,N
Blebbistatin,Enalapril,1.00E-50,0.483193219,1.00E-50,0.483193219,0.483193219,N
Blebbistatin,Enzastaurin,1.00E-50,0.395948215,1.00E-50,0.395948215,0.395948215,N
Blebbistatin,Epirubicin,1.00E-50,0.394473007,1.00E-50,0.394473007,0.394473007,N
Blebbistatin,Erlotinib,1.00E-50,0.377456234,1.00E-50,0.377456234,0.377456234,N
Blebbistatin,Etodolac,1.00E-50,0.40710068,1.00E-50,0.40710068,0.40710068,N
Blebbistatin,Everolimus,1.00E-50,0.283144625,1.00E-50,0.283144625,0.283144625,N
Blebbistatin,Exemestane,1.00E-50,0.364776605,1.00E-50,0.364776605,0.364776605,N
Blebbistatin,Fenretinide,1.00E-50,0.276616847,1.00E-50,0.276616847,0.276616847,N
Blebbistatin,Fludarabine,1.00E-50,0.46423815,1.00E-50,0.46423815,0.46423815,N
Blebbistatin,Fluorouracil,1.00E-50,0.338656729,1.00E-50,0.338656729,0.338656729,N
Blebbistatin,Fotemustine,1.00E-50,0.347097796,1.00E-50,0.347097796,0.347097796,N
Blebbistatin,Fulvestrant,1.00E-50,0.295688992,1.00E-50,0.295688992,0.295688992,N
Blebbistatin,Gefitinib,1.00E-50,0.245399145,1.00E-50,0.245399145,0.245399145,N
Blebbistatin,Gemcitabine,1.00E-50,0.424953792,1.00E-50,0.424953792,0.424953792,N
Blebbistatin,Genistein,1.00E-50,0.394946601,1.00E-50,0.394946601,0.394946601,N
Blebbistatin,Idarubicin,1.00E-50,0.445120868,1.00E-50,0.445120868,0.445120868,N
Blebbistatin,Imatinib,1.00E-50,0.380125486,1.00E-50,0.380125486,0.380125486,N
Blebbistatin,Irinotecan,1.00E-50,0.389774188,1.00E-50,0.389774188,0.389774188,N
Blebbistatin,Ixabepilone,1.00E-50,0.401127716,1.00E-50,0.401127716,0.401127716,N
Blebbistatin,Ketoconazole,1.00E-50,0.43350271,1.00E-50,0.43350271,0.43350271,N
Blebbistatin,Lansoprazole,1.00E-50,0.481719868,1.00E-50,0.481719868,0.481719868,N
Blebbistatin,Lapatinib,1.00E-50,0.323265827,1.00E-50,0.323265827,0.323265827,N
Blebbistatin,Lenalidomide,1.00E-50,0.46723783,1.00E-50,0.46723783,0.46723783,N
Blebbistatin,Letrozole,1.00E-50,0.36230053,1.00E-50,0.36230053,0.36230053,N
Blebbistatin,Leucovorin,1.00E-50,0.48565959,1.00E-50,0.48565959,0.48565959,N
Blebbistatin,LG100268,1.00E-50,0.50769656,1.00E-50,0.50769656,0.50769656,N
Blebbistatin,Linifanib,1.00E-50,0.390076989,1.00E-50,0.390076989,0.390076989,N
Blebbistatin,Lomeguatrib,1.00E-50,0.362053424,1.00E-50,0.362053424,0.362053424,N
Blebbistatin,Lomustine,1.00E-50,0.310399844,1.00E-50,0.310399844,0.310399844,N
Blebbistatin,Lonafarnib,1.00E-50,0.309985696,1.00E-50,0.309985696,0.309985696,N
Blebbistatin,Melphalan,1.00E-50,0.415596691,1.00E-50,0.415596691,0.415596691,N
Blebbistatin,Metformin,1.00E-50,0.231599665,1.00E-50,0.231599665,0.231599665,N
Blebbistatin,Methoxsalen,1.00E-50,0.366862989,1.00E-50,0.366862989,0.366862989,N
Blebbistatin,Midazolam,1.00E-50,0.404531953,1.00E-50,0.404531953,0.404531953,N
Blebbistatin,Midostaurin,1.00E-50,0.157460362,1.00E-50,0.157460362,0.157460362,N
Blebbistatin,Mitoxantrone,1.00E-50,0.460865633,1.00E-50,0.460865633,0.460865633,N
Blebbistatin,Naloxone,1.00E-50,0.40719547,1.00E-50,0.40719547,0.40719547,N
Blebbistatin,Neratinib,1.00E-50,0.256350709,1.00E-50,0.256350709,0.256350709,N
Blebbistatin,NU6140,1.00E-50,0.390488334,1.00E-50,0.390488334,0.390488334,N
Blebbistatin,O6-benzylguanine,1.00E-50,0.409619372,1.00E-50,0.409619372,0.409619372,N
Blebbistatin,Obatoclax,1.00E-50,0.400670095,1.00E-50,0.400670095,0.400670095,N
Blebbistatin,Octreotide,1.00E-50,0.462582178,1.00E-50,0.462582178,0.462582178,N
Blebbistatin,Olaparib,1.00E-50,0.482941763,1.00E-50,0.482941763,0.482941763,N
Blebbistatin,Oxaliplatin,1.00E-50,0.441438403,1.00E-50,0.441438403,0.441438403,N
Blebbistatin,Oxycodone,1.00E-50,0.393456271,1.00E-50,0.393456271,0.393456271,N
Blebbistatin,Paclitaxel,1.00E-50,0.417163266,1.00E-50,0.417163266,0.417163266,N
Blebbistatin,Pazopanib,1.00E-50,0.261995819,1.00E-50,0.261995819,0.261995819,N
Blebbistatin,Peloruside A,1.00E-50,0.415615442,1.00E-50,0.415615442,0.415615442,N
Blebbistatin,Pemetrexed,1.00E-50,0.540084468,1.00E-50,0.540084468,0.540084468,N
Blebbistatin,Perifosine,1.00E-50,0.218950172,1.00E-50,0.218950172,0.218950172,N
Blebbistatin,Phenoxodiol,1.00E-50,0.431139207,1.00E-50,0.431139207,0.431139207,N
Blebbistatin,Plitidepsin,1.00E-50,0.39586758,1.00E-50,0.39586758,0.39586758,N
Blebbistatin,Prednisone,1.00E-50,0.302540686,1.00E-50,0.302540686,0.302540686,N
Blebbistatin,Pregabalin,1.00E-50,0.353574863,1.00E-50,0.353574863,0.353574863,N
Blebbistatin,Procainamide,1.00E-50,0.355974202,1.00E-50,0.355974202,0.355974202,N
Blebbistatin,Propranolol,1.00E-50,0.418668301,1.00E-50,0.418668301,0.418668301,N
Blebbistatin,Rifampin,1.00E-50,0.373416659,1.00E-50,0.373416659,0.373416659,N
Blebbistatin,Romidepsin,1.00E-50,0.414830025,1.00E-50,0.414830025,0.414830025,N
Blebbistatin,Rosiglitazone,1.00E-50,0.46609083,1.00E-50,0.46609083,0.46609083,N
Blebbistatin,Sabarubicin,1.00E-50,0.464643287,1.00E-50,0.464643287,0.464643287,N
Blebbistatin,SC144,1.00E-50,0.34353689,1.00E-50,0.34353689,0.34353689,N
Blebbistatin,SCH 900776,1.00E-50,0.153561972,1.00E-50,0.153561972,0.153561972,N
Blebbistatin,Simvastatin,1.00E-50,0.344528515,1.00E-50,0.344528515,0.344528515,N
Blebbistatin,Sodium butyrate,1.00E-50,0.296438983,1.00E-50,0.296438983,0.296438983,N
Blebbistatin,Sorafenib,1.00E-50,0.273405567,1.00E-50,0.273405567,0.273405567,N
Blebbistatin,Sunitinib,1.00E-50,0.261514301,1.00E-50,0.261514301,0.261514301,N
Blebbistatin,Tamoxifen,1.00E-50,0.379667603,1.00E-50,0.379667603,0.379667603,N
Blebbistatin,Taxane,1.00E-50,0.30401182,1.00E-50,0.30401182,0.30401182,N
Blebbistatin,Temozolomide,1.00E-50,0.42478699,1.00E-50,0.42478699,0.42478699,N
Blebbistatin,Temsirolimus,1.00E-50,0.461709733,1.00E-50,0.461709733,0.461709733,N
Blebbistatin,Thalidomide,1.00E-50,0.420091045,1.00E-50,0.420091045,0.420091045,N
Blebbistatin,Theophylline,1.00E-50,0.462147927,1.00E-50,0.462147927,0.462147927,N
Blebbistatin,Tipifarnib,1.00E-50,0.397062847,1.00E-50,0.397062847,0.397062847,N
Blebbistatin,Topotecan,1.00E-50,0.452591319,1.00E-50,0.452591319,0.452591319,N
Blebbistatin,Toremifene,1.00E-50,0.427321538,1.00E-50,0.427321538,0.427321538,N
Blebbistatin,Trabectedin,1.00E-50,0.466667027,1.00E-50,0.466667027,0.466667027,N
Blebbistatin,Tretinoin,1.00E-50,0.322987148,1.00E-50,0.322987148,0.322987148,N
Blebbistatin,Trifluridine,1.00E-50,0.359466343,1.00E-50,0.359466343,0.359466343,N
Blebbistatin,Trimidox,1.00E-50,0.396215906,1.00E-50,0.396215906,0.396215906,N
Blebbistatin,Tubacin,1.00E-50,0.196959485,1.00E-50,0.196959485,0.196959485,N
Blebbistatin,Valproic Acid,1.00E-50,0.399507622,1.00E-50,0.399507622,0.399507622,N
Blebbistatin,Vandetanib,1.00E-50,0.45285611,1.00E-50,0.45285611,0.45285611,N
Blebbistatin,Vinorelbine,1.00E-50,0.442195819,1.00E-50,0.442195819,0.442195819,N
Blebbistatin,Vitamin D2,1.00E-50,0.426045552,1.00E-50,0.426045552,0.426045552,N
Blebbistatin,Vorinostat,1.00E-50,0.177666665,1.00E-50,0.177666665,0.177666665,N
Blebbistatin,Zibotentan,1.00E-50,0.411909664,1.00E-50,0.411909664,0.411909664,N
Blebbistatin,Zoledronate,1.00E-50,0.34890082,1.00E-50,0.34890082,0.34890082,N
Blebbistatin,Zoledronic acid,1.00E-50,0.308092678,1.00E-50,0.308092678,0.308092678,N
Blebbistatin,Monastrol,1.00E-50,0.406582792,1.00E-50,0.406582792,0.406582792,0
Blebbistatin,Doxorubicin,1.00E-50,0.406521168,1.00E-50,0.406521168,0.406521168,0
Blebbistatin,Mitomycin,1.00E-50,0.386594959,1.00E-50,0.386594959,0.386594959,0
Blebbistatin,Etoposide,1.00E-50,0.3639375,1.00E-50,0.3639375,0.3639375,0
Blebbistatin,H-7,1.00E-50,0.349587256,1.00E-50,0.349587256,0.349587256,0
Blebbistatin,Sirolimus,1.00E-50,0.345799524,1.00E-50,0.345799524,0.345799524,0
Blebbistatin,Trichostatin A,1.00E-50,0.313364475,1.00E-50,0.313364475,0.313364475,0
Blebbistatin,Cycloheximide,1.00E-50,0.278192879,1.00E-50,0.278192879,0.278192879,0
Blebbistatin,Methotrexate,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,0
Bortezomib,Cisplatin,0.22313016,0.251857153,1.00E-50,1,0.418790387,P
Bortezomib,Decitabine,0.082084999,0.427696984,0.218978102,1,0.589709263,P
Bortezomib,Doxorubicin,0.082084999,0.335972801,0.315850816,1,0.582997028,P
Bortezomib,Etoposide,0.22313016,0.258921168,0.161144578,1,0.517052652,P
Bortezomib,Idarubicin,0.367879441,0.412915723,0.101538462,1,0.666573698,P
Bortezomib,Lenalidomide,0.367879441,0.451392883,0.333333333,1,0.768809442,P
Bortezomib,Lonafarnib,1.00E-50,0.276656283,1.00E-50,1,0.276656283,P
Bortezomib,Vorinostat,0.082084999,0.152513791,0.073667712,1,0.279387304,P
Bortezomib,Aflibercept,0.367879441,1.00E-50,0,0.367879441,0.367879441,N
Bortezomib,Interferon alfa-2a,0.367879441,1.00E-50,0,0.367879441,0.367879441,N
Bortezomib,Peginterferon alfa-2b,0.60653066,1.00E-50,0,0.60653066,0.60653066,N
Bortezomib,Romiplostim,0.60653066,1.00E-50,0,0.60653066,0.60653066,N
Bortezomib,Trientine,0.135335283,1.00E-50,1.00E-50,0.135335283,0.135335283,N
Bortezomib,IL-27,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Bortezomib,L744832,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Bortezomib,Sorivudine,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Bortezomib,Trebananib,1.00E-50,1.00E-50,1.00E-50,1.00E-50,1.00E-50,N
Bortezomib,17-DMAG,1.00E-50,0.318889904,0,0.318889904,0.318889904,N
Bortezomib,2-Methoxyestradiol,1.00E-50,0.381095416,0,0.381095416,0.381095416,N
Bortezomib,ABT-737,1.00E-50,0.339912268,1.00E-50,0.339912268,0.339912268,N
Bortezomib,AEE788,1.00E-50,0.396879766,1.00E-50,0.396879766,0.396879766,N
Bortezomib,Aminophylline,0.367879441,0.421911105,0.078668684,0.663325383,0.663325383,N
Bortezomib,Anastrozole,0.082084999,0.249282642,0.128571429,0.399503168,0.399503168,N
Bortezomib,Arzoxifene,1.00E-50,0.304864023,1.00E-50,0.304864023,0.304864023,N
Bortezomib,Azacitidine,0.082084999,0.27500084,0.225574713,0.48462957,0.48462957,N
Bortezomib,Bexarotene,0.082084999,0.538159307,1.00E-50,0.5760695,0.5760695,N
Bortezomib,Bosutinib,0.082084999,0.314659292,0.131699847,0.453765818,0.453765818,N
Bortezomib,Busulfan,0.22313016,0.165175751,1.00E-50,0.351450219,0.351450219,N
Bortezomib,Cabazitaxel,0.22313016,0.364146907,0.177847114,0.593876954,0.593876954,N
Bortezomib,Canfosfamide,1.00E-50,0.469992463,0.02733119,0.484478199,0.484478199,N
Bortezomib,Capecitabine,0.082084999,0.318536066,0.30295858,0.563982491,0.563982491,N
Bortezomib,Carboplatin,0.135335283,0.258836855,1.00E-50,0.359142379,0.359142379,N
Bortezomib,Carmustine,0.22313016,0.242808913,0.160583942,0.506222806,0.506222806,N
Bortezomib,Carvedilol,0.60653066,0.289189335,0.214285714,0.780249697,0.780249697,N
Bortezomib,Cediranib,0.082084999,0.718941421,0,0.742012114,0.742012114,N
Bortezomib,Celecoxib,0.367879441,0.27000577,0.239690722,0.649159571,0.649159571,N
Bortezomib,Chenodeoxycholic acid,0.60653066,0.281248799,0.216642755,0.778461432,0.778461432,N
Bortezomib,Chlorambucil,0.22313016,0.410019575,1.00E-50,0.541662002,0.541662002,N
Bortezomib,CI-1040,1.00E-50,0.370334378,1.00E-50,0.370334378,0.370334378,N
Bortezomib,Clofarabine,0.082084999,0.313594041,0.197289157,0.494242138,0.494242138,N
Bortezomib,Cyclophosphamide,0.367879441,0.189864219,1.00E-50,0.487896517,0.487896517,N
Bortezomib,Dacarbazine,0.082084999,0.174605126,0,0.242357663,0.242357663,N
Bortezomib,Dasatinib,0.135335283,0.26454983,0.253112033,0.525040638,0.525040638,N
Bortezomib,Daunorubicin,0.22313016,0.300449724,0.174298375,0.551264599,0.551264599,N
Bortezomib,Dexamethasone,0.60653066,0.341758934,0.149867374,0.779817624,0.779817624,N
Bortezomib,Diphenhydramine,0.22313016,0.269395771,0.062992126,0.468168957,0.468168957,N
Bortezomib,Discodermolide,1.00E-50,0.461230983,1.00E-50,0.461230983,0.461230983,N
Bortezomib,Docetaxel,0.082084999,0.374155604,0.244897959,0.566215051,0.566215051,N
Bortezomib,Emodin,1.00E-50,0.340887314,0,0.340887314,0.340887314,N
Bortezomib,Enalapril,0.60653066,0.539578794,0.190684134,0.85338302,0.85338302,N
Bortezomib,Enzastaurin,1.00E-50,0.363955185,1.00E-50,0.363955185,0.363955185,N
Bortezomib,Epirubicin,0.135335283,0.358149213,0.315850816,0.620306967,0.620306967,N
Bortezomib,Erlotinib,0.082084999,0.376847457,0.173780488,0.527401557,0.527401557,N
Bortezomib,Etodolac,0.135335283,0.561015704,0.176730486,0.687508106,0.687508106,N
Bortezomib,Everolimus,0.22313016,0.214275689,0.266829865,0.552468903,0.552468903,N
Bortezomib,Exemestane,0.082084999,0.45836328,0.137195122,0.571033716,0.571033716,N
Bortezomib,Fenretinide,1.00E-50,0.252894955,0,0.252894955,0.252894955,N
Bortezomib,Fludarabine,0.082084999,0.442789567,0.161339422,0.571048752,0.571048752,N
Bortezomib,Fluorouracil,0.082084999,0.272590634,0.155653451,0.436229835,0.436229835,N
Bortezomib,Fotemustine,0.22313016,0.424050133,1.00E-50,0.552561919,0.552561919,N
Bortezomib,Fulvestrant,0.082084999,0.301365539,0.101088647,0.423539789,0.423539789,N
Bortezomib,Gefitinib,0.082084999,0.232845532,0.130699088,0.387853428,0.387853428,N
Bortezomib,Gemcitabine,0.082084999,0.362715663,0.17810219,0.519212093,0.519212093,N
Bortezomib,Genistein,1.00E-50,0.346059723,0,0.346059723,0.346059723,N
Bortezomib,Imatinib,0.082084999,0.31013846,0.295212766,0.55370458,0.55370458,N
Bortezomib,Irinotecan,0.082084999,0.487902993,0.160583942,0.605422807,0.605422807,N
Bortezomib,Ixabepilone,0.22313016,0.408535914,0.171253823,0.619198914,0.619198914,N
Bortezomib,Ketoconazole,0.367879441,0.411510336,0.106983655,0.667801121,0.667801121,N
Bortezomib,Lansoprazole,0.367879441,0.37752379,0.274725275,0.714618894,0.714618894,N
Bortezomib,Lapatinib,0.135335283,0.382677194,0.098569157,0.518836724,0.518836724,N
Bortezomib,Letrozole,0.082084999,0.249473963,0.17037037,0.428452295,0.428452295,N
Bortezomib,Leucovorin,1.00E-50,0.351035494,0.076311606,0.400559017,0.400559017,N
Bortezomib,LG100268,1.00E-50,0.378799094,0,0.378799094,0.378799094,N
Bortezomib,Linifanib,1.00E-50,0.303272594,1.00E-50,0.303272594,0.303272594,N
Bortezomib,Lomeguatrib,1.00E-50,0.267808193,1.00E-50,0.267808193,0.267808193,N
Bortezomib,Lomustine,0.367879441,0.327361674,1.00E-50,0.574811485,0.574811485,N
Bortezomib,Melphalan,0.22313016,0.717855391,1.00E-50,0.780810363,0.780810363,N
Bortezomib,Metformin,0.082084999,0.244481618,0.141779789,0.404822862,0.404822862,N
Bortezomib,Methoxsalen,0.22313016,0.27230819,1.00E-50,0.43467818,0.43467818,N
Bortezomib,Midazolam,0.60653066,0.362313598,0.11634349,0.778281703,0.778281703,N
Bortezomib,Midostaurin,0.367879441,0.149707719,1.00E-50,0.462512768,0.462512768,N
Bortezomib,Mitomycin,0.22313016,0.412705378,1.00E-50,0.543748521,0.543748521,N
Bortezomib,Mitoxantrone,0.135335283,0.402001945,0.172566372,0.572160698,0.572160698,N
Bortezomib,Naloxone,0.082084999,0.323403022,0.05799373,0.414958984,0.414958984,N
Bortezomib,Neratinib,1.00E-50,0.275535797,1.00E-50,0.275535797,0.275535797,N
Bortezomib,NU6140,1.00E-50,0.462848612,1.00E-50,0.462848612,0.462848612,N
Bortezomib,O6-benzylguanine,1.00E-50,0.373157564,1.00E-50,0.373157564,0.373157564,N
Bortezomib,Obatoclax,1.00E-50,0.269839904,1.00E-50,0.269839904,0.269839904,N
Bortezomib,Octreotide,0.60653066,0.415927221,0.209271523,0.818278948,0.818278948,N
Bortezomib,Olaparib,0.135335283,0.457727185,0,0.53111583,0.53111583,N
Bortezomib,Oxaliplatin,0.367879441,0.486908911,1.00E-50,0.675664574,0.675664574,N
Bortezomib,Oxycodone,0.135335283,0.38950881,0.216073781,0.586188716,0.586188716,N
Bortezomib,Paclitaxel,0.22313016,0.561590555,0.284848485,0.756428637,0.756428637,N
Bortezomib,Pazopanib,0.082084999,0.228029935,0.174273859,0.414888059,0.414888059,N
Bortezomib,Peloruside A,1.00E-50,0.323036498,1.00E-50,0.323036498,0.323036498,N
Bortezomib,Pemetrexed,0.082084999,0.391256986,0.129375951,0.513517618,0.513517618,N
Bortezomib,Perifosine,1.00E-50,0.249088706,1.00E-50,0.249088706,0.249088706,N
Bortezomib,Phenoxodiol,1.00E-50,0.336453767,1.00E-50,0.336453767,0.336453767,N
Bortezomib,Plitidepsin,1.00E-50,0.331744373,0,0.331744373,0.331744373,N
Bortezomib,Prednisone,0.135335283,0.197773066,0.171122995,0.425043394,0.425043394,N
Bortezomib,Pregabalin,0.082084999,0.35151866,0.275831874,0.56893838,0.56893838,N
Bortezomib,Procainamide,0.367879441,0.452214868,1.00E-50,0.653733756,0.653733756,N
Bortezomib,Propranolol,0.367879441,0.299545838,0.096096096,0.599777134,0.599777134,N
Bortezomib,Rifampin,1.00E-50,0.32016695,0,0.32016695,0.32016695,N
Bortezomib,Romidepsin,0.22313016,0.758652912,0,0.812504727,0.812504727,N
Bortezomib,Rosiglitazone,0.135335283,0.401340445,1.00E-50,0.482360206,0.482360206,N
Bortezomib,Sabarubicin,1.00E-50,0.377160286,1.00E-50,0.377160286,0.377160286,N
Bortezomib,SC144,1.00E-50,0.484018273,1.00E-50,0.484018273,0.484018273,N
Bortezomib,SCH 900776,1.00E-50,0.135409234,1.00E-50,0.135409234,0.135409234,N
Bortezomib,Simvastatin,0.367879441,0.238523128,0.134128167,0.583216762,0.583216762,N
Bortezomib,Sirolimus,0.22313016,0.40207262,0.251655629,0.652385248,0.652385248,N
Bortezomib,Sodium butyrate,1.00E-50,0.245956192,1.00E-50,0.245956192,0.245956192,N
Bortezomib,Sorafenib,0.367879441,0.241508522,0.169054441,0.601596457,0.601596457,N
Bortezomib,Sunitinib,0.082084999,0.235912786,0.228868661,0.459153836,0.459153836,N
Bortezomib,Tamoxifen,0.22313016,0.45039345,0.15862069,0.64075396,0.64075396,N
Bortezomib,Taxane,1.00E-50,0.262657058,1.00E-50,0.262657058,0.262657058,N
Bortezomib,Temozolomide,0.22313016,0.330993654,1.00E-50,0.480269147,0.480269147,N
Bortezomib,Temsirolimus,0.22313016,0.31360166,0.175539568,0.560362932,0.560362932,N
Bortezomib,Theophylline,0.22313016,0.379712298,0.07480916,0.55416644,0.55416644,N
Bortezomib,Tipifarnib,1.00E-50,0.358516581,0,0.358516581,0.358516581,N
Bortezomib,Topotecan,0.22313016,0.38363942,0.131987578,0.584367924,0.584367924,N
Bortezomib,Toremifene,0.367879441,0.459365903,0.098918083,0.692058925,0.692058925,N
Bortezomib,Trabectedin,0.367879441,0.35009516,1.00E-50,0.589181789,0.589181789,N
Bortezomib,Tretinoin,0.367879441,0.215002389,0.261484099,0.633538714,0.633538714,N
Bortezomib,Trichostatin A,1.00E-50,0.348046749,1.00E-50,0.348046749,0.348046749,N
Bortezomib,Trifluridine,0.60653066,0.246527412,0.009569378,0.706368656,0.706368656,N
Bortezomib,Trimidox,1.00E-50,0.383947492,1.00E-50,0.383947492,0.383947492,N
Bortezomib,Tubacin,1.00E-50,0.198308751,1.00E-50,0.198308751,0.198308751,N
Bortezomib,Valproic Acid,1.00E-50,0.384437784,0.216494845,0.517703831,0.517703831,N
Bortezomib,Vandetanib,0.22313016,0.362785809,0.186440678,0.597261706,0.597261706,N
Bortezomib,Vinorelbine,0.082084999,0.435065968,0.174174174,0.571758585,0.571758585,N
Bortezomib,Vitamin D2,1.00E-50,0.343504765,0.018867925,0.355891467,0.355891467,N
Bortezomib,Zibotentan,1.00E-50,0.7024392,1.00E-50,0.7024392,0.7024392,N
Bortezomib,Zoledronic acid,0.367879441,0.320702587,0.226551227,0.667882751,0.667882751,N
Bosutinib,Lansoprazole,0.082084999,0.371395862,0.158898305,1,0.514679975,P
Bevacizumab,Capecitabine,0.082084999,1.00E-50,0,1,0.082084999,P
Bevacizumab,Erlotinib,0.082084999,1.00E-50,0,1,0.082084999,P
