A,B,ATCsim,STsim,SEsim,integrated_score,integrated_score2,TAG
Cyclophosphamide,Decitabine,0.2231302,0.3181987,1.00E-50,0.47032916,0.47032916,N
Cyclophosphamide,Dexamethasone,0.082085,0.1733795,1.00E-50,0.241232644,0.241232644,N
Cyclophosphamide,Diphenhydramine,0.082085,0.1984404,1.00E-50,0.26423642,0.26423642,N
Cyclophosphamide,Discodermolide,1.00E-50,0.2057365,1.00E-50,0.2057365,0.2057365,N
Cyclophosphamide,Docetaxel,0.2231302,0.1865079,1.00E-50,0.368022555,0.368022555,N
Cyclophosphamide,Emodin,1.00E-50,0.09923643,1.00E-50,0.09923643,0.09923643,N
Cyclophosphamide,Enalapril,0.082085,0.2604215,1.00E-50,0.321129801,0.321129801,N
Cyclophosphamide,Enzastaurin,1.00E-50,0.2323208,1.00E-50,0.2323208,0.2323208,N
Cyclophosphamide,Epirubicin,0.2231302,0.2222894,1.00E-50,0.395820122,0.395820122,N
Cyclophosphamide,Erlotinib,0.2231302,0.2205738,1.00E-50,0.394487324,0.394487324,N
Cyclophosphamide,Etodolac,0.082085,0.2012179,1.00E-50,0.266785929,0.266785929,N
Cyclophosphamide,Etoposide,0.2231302,0.1427247,1.00E-50,0.334008709,0.334008709,N
Cyclophosphamide,Everolimus,0.2231302,0.2598352,1.00E-50,0.42498832,0.42498832,N
Cyclophosphamide,Exemestane,0.1353353,0.1474789,1.00E-50,0.262855099,0.262855099,N
Cyclophosphamide,Fenretinide,1.00E-50,0.1738285,1.00E-50,0.1738285,0.1738285,N
Cyclophosphamide,Fludarabine,0.2231302,0.2513717,1.00E-50,0.418413282,0.418413282,N
Cyclophosphamide,Fluorouracil,0.2231302,0.2445756,1.00E-50,0.413133597,0.413133597,N
Cyclophosphamide,Fotemustine,0.3678794,0.4065447,1.00E-50,0.62486468,0.62486468,N
Cyclophosphamide,Fulvestrant,0.1353353,0.1925547,1.00E-50,0.301830552,0.301830552,N
Cyclophosphamide,Gefitinib,0.2231302,0.272522,1.00E-50,0.434844312,0.434844312,N
Cyclophosphamide,Gemcitabine,0.2231302,0.2829463,1.00E-50,0.442942635,0.442942635,N
Cyclophosphamide,Genistein,1.00E-50,0.1202991,1.00E-50,0.1202991,0.1202991,N
Cyclophosphamide,Idarubicin,0.2231302,0.2062369,1.00E-50,0.383349419,0.383349419,N
Cyclophosphamide,IL-27,1.00E-50,1.00E-50,1.00E-50,0,0,N
Cyclophosphamide,Imatinib,0.2231302,0.225912,1.00E-50,0.39863441,0.39863441,N
Cyclophosphamide,Interferon alfa-2a,0.1353353,1.00E-50,1.00E-50,0.1353353,0.1353353,N
2-Deoxyinosine,Bevacizumab,1.00E-50,1.00E-50,1.00E-50,0,0,N
Cyclophosphamide,Irinotecan,0.2231302,0.2359963,1.00E-50,0.406468598,0.406468598,N
Cyclophosphamide,Ixabepilone,0.2231302,0.2304947,1.00E-50,0.402194571,0.402194571,N
Cyclophosphamide,Ketoconazole,0.082085,0.251734,1.00E-50,0.313155415,0.313155415,N
Cyclophosphamide,L744832,1.00E-50,1.00E-50,1.00E-50,0,0,N
Cyclophosphamide,Lansoprazole,0.082085,0.2258418,1.00E-50,0.289388576,0.289388576,N
Cyclophosphamide,Lapatinib,0.2231302,0.2553485,1.00E-50,0.421502738,0.421502738,N
Cyclophosphamide,Lenalidomide,0.1353353,0.258186,1.00E-50,0.35857962,0.35857962,N
Cyclophosphamide,Letrozole,0.1353353,0.167934,1.00E-50,0.280541902,0.280541902,N
Cyclophosphamide,Leucovorin,1.00E-50,0.2488353,1.00E-50,0.2488353,0.2488353,N
Cyclophosphamide,LG100268,1.00E-50,0.1587509,1.00E-50,0.1587509,0.1587509,N
Cyclophosphamide,Linifanib,1.00E-50,0.1630892,1.00E-50,0.1630892,0.1630892,N
2-Deoxyinosine,Brentuximab vedotin,1.00E-50,1.00E-50,1.00E-50,0,0,N
Cyclophosphamide,Lomeguatrib,1.00E-50,0.1988556,1.00E-50,0.1988556,0.1988556,N
Cyclophosphamide,Lonafarnib,1.00E-50,0.2719471,1.00E-50,0.2719471,0.2719471,N
Cyclophosphamide,Metformin,0.082085,0.1638165,1.00E-50,0.232454623,0.232454623,N
Cyclophosphamide,Midazolam,0.082085,0.158389,1.00E-50,0.227472639,0.227472639,N
Cyclophosphamide,Midostaurin,0.2231302,0.2084527,1.00E-50,0.385070807,0.385070807,N
Cyclophosphamide,Mitoxantrone,0.2231302,0.2485626,1.00E-50,0.416230977,0.416230977,N
Cyclophosphamide,Naloxone,0.082085,0.2492871,1.00E-50,0.310909368,0.310909368,N
Cyclophosphamide,Neratinib,1.00E-50,0.231593,1.00E-50,0.231593,0.231593,N
Cyclophosphamide,NU6140,1.00E-50,0.2561394,1.00E-50,0.2561394,0.2561394,N
Cyclophosphamide,O6-benzylguanine,1.00E-50,0.2052662,1.00E-50,0.2052662,0.2052662,N
Cyclophosphamide,Obatoclax,1.00E-50,0.1601444,1.00E-50,0.1601444,0.1601444,N
Cyclophosphamide,Octreotide,0.082085,0.2371319,1.00E-50,0.299751928,0.299751928,N
Cyclophosphamide,Olaparib,0.2231302,0.2736205,1.00E-50,0.435697703,0.435697703,N
Cyclophosphamide,Oxycodone,0.082085,0.2336988,1.00E-50,0.296600634,0.296600634,N
Cyclophosphamide,Pazopanib,0.2231302,0.1854471,1.00E-50,0.367198451,0.367198451,N
Cyclophosphamide,Peginterferon alfa-2b,0.1353353,1.00E-50,1.00E-50,0.1353353,0.1353353,N
Cyclophosphamide,Peloruside A,1.00E-50,0.176398,1.00E-50,0.176398,0.176398,N
Cyclophosphamide,Perifosine,1.00E-50,0.4168917,1.00E-50,0.4168917,0.4168917,N
2-Deoxyinosine,Ganitumab,1.00E-50,1.00E-50,1.00E-50,0,0,N
Cyclophosphamide,Phenoxodiol,1.00E-50,0.1362749,1.00E-50,0.1362749,0.1362749,N
Cyclophosphamide,Plitidepsin,1.00E-50,0.2491286,1.00E-50,0.2491286,0.2491286,N
Cyclophosphamide,Prednisone,0.082085,0.1804823,1.00E-50,0.24775241,0.24775241,N
Cyclophosphamide,Pregabalin,0.082085,0.2243699,1.00E-50,0.288037497,0.288037497,N
Cyclophosphamide,Procainamide,0.082085,0.2481137,1.00E-50,0.309832287,0.309832287,N
Cyclophosphamide,Propranolol,0.082085,0.2417876,1.00E-50,0.304025465,0.304025465,N
Cyclophosphamide,Rifampin,1.00E-50,0.247938,1.00E-50,0.247938,0.247938,N
2-Deoxyinosine,Gemtuzumab ozogamicin,1.00E-50,1.00E-50,1.00E-50,0,0,N
Cyclophosphamide,Romidepsin,0.2231302,0.2644812,1.00E-50,0.428597657,0.428597657,N
Cyclophosphamide,Romiplostim,0.082085,1.00E-50,1.00E-50,0.082085,0.082085,N
Cyclophosphamide,Rosiglitazone,0.082085,0.2447534,1.00E-50,0.306747817,0.306747817,N
Cyclophosphamide,Sabarubicin,1.00E-50,0.2302796,1.00E-50,0.2302796,0.2302796,N
Cyclophosphamide,SC144,1.00E-50,0.1848119,1.00E-50,0.1848119,0.1848119,N
Cyclophosphamide,SCH 900776,1.00E-50,0.2521377,1.00E-50,0.2521377,0.2521377,N
Cyclophosphamide,Simvastatin,0.082085,0.182936,1.00E-50,0.250004698,0.250004698,N
Cyclophosphamide,Sirolimus,0.1353353,0.247938,1.00E-50,0.349718536,0.349718536,N
Cyclophosphamide,Sodium butyrate,1.00E-50,0.1453597,1.00E-50,0.1453597,0.1453597,N
Cyclophosphamide,Sorafenib,0.2231302,0.2067637,1.00E-50,0.383758674,0.383758674,N
Cyclophosphamide,Sorivudine,1.00E-50,0.2690039,1.00E-50,0.2690039,0.2690039,N
Cyclophosphamide,Sunitinib,0.2231302,0.2269286,1.00E-50,0.399424176,0.399424176,N
Cyclophosphamide,Tamoxifen,0.1353353,0.2015842,1.00E-50,0.309638042,0.309638042,N
Cyclophosphamide,Taxane,1.00E-50,0.112232,1.00E-50,0.112232,0.112232,N
Cyclophosphamide,Temsirolimus,0.2231302,0.2515571,1.00E-50,0.418557314,0.418557314,N
2-Deoxyinosine,Ipilimumab,1.00E-50,1.00E-50,1.00E-50,0,0,N
Cyclophosphamide,Theophylline,0.082085,0.2059633,1.00E-50,0.271141803,0.271141803,N
Cyclophosphamide,Tipifarnib,1.00E-50,0.187223,1.00E-50,0.187223,0.187223,N
Cyclophosphamide,Topotecan,0.2231302,0.2174501,1.00E-50,0.392060616,0.392060616,N
Cyclophosphamide,Toremifene,0.1353353,0.2278272,1.00E-50,0.332329438,0.332329438,N
Cyclophosphamide,Trebananib,1.00E-50,1.00E-50,1.00E-50,0,0,N
Cyclophosphamide,Tretinoin,0.2231302,0.1408609,1.00E-50,0.332560779,0.332560779,N
Cyclophosphamide,Trichostatin A,1.00E-50,0.1874339,1.00E-50,0.1874339,0.1874339,N
Cyclophosphamide,Trientine,0.082085,0.2889952,1.00E-50,0.347358029,0.347358029,N
Cyclophosphamide,Trifluridine,0.082085,0.3015738,1.00E-50,0.358904115,0.358904115,N
Cyclophosphamide,Trimidox,1.00E-50,0.1974546,1.00E-50,0.1974546,0.1974546,N
Cyclophosphamide,Tubacin,1.00E-50,0.2390153,1.00E-50,0.2390153,0.2390153,N
Cyclophosphamide,Valproic Acid,1.00E-50,0.1530849,1.00E-50,0.1530849,0.1530849,N
Cyclophosphamide,Vandetanib,0.2231302,0.2488098,1.00E-50,0.41642302,0.41642302,N
Cyclophosphamide,Vinorelbine,0.2231302,0.2137272,1.00E-50,0.389168407,0.389168407,N
Cyclophosphamide,Vitamin D2,1.00E-50,0.1683386,1.00E-50,0.1683386,0.1683386,N
Cyclophosphamide,Vorinostat,0.2231302,0.244481,1.00E-50,0.413060106,0.413060106,N
Cyclophosphamide,Zibotentan,1.00E-50,0.2016677,1.00E-50,0.2016677,0.2016677,N
Cyclophosphamide,Zoledronic acid,0.082085,0.2598631,1.00E-50,0.320617237,0.320617237,N
2-Deoxyinosine,Pertuzumab,1.00E-50,1.00E-50,1.00E-50,0,0,N
Cytarabine,17-DMAG,1.00E-50,1.00E-50,1.00E-50,0,0,N
Cytarabine,2-Deoxyinosine,1.00E-50,0.5310615,1.00E-50,0.5310615,0.5310615,N
Cytarabine,2-Methoxyestradiol,1.00E-50,0.2144123,1.00E-50,0.2144123,0.2144123,N
Cytarabine,Abiraterone,0.1353353,0.2498475,1.00E-50,0.351369614,0.351369614,N
Cytarabine,ABT-737,1.00E-50,0.2548436,1.00E-50,0.2548436,0.2548436,N
Cytarabine,ABT-751,1.00E-50,0.2719144,1.00E-50,0.2719144,0.2719144,N
Cytarabine,AEE788,1.00E-50,0.2760997,1.00E-50,0.2760997,0.2760997,N
Cytarabine,Afatinib,0.2231302,0.3705141,1.00E-50,0.510971415,0.510971415,N
Cytarabine,Aflibercept,0.2231302,1.00E-50,1.00E-50,0.2231302,0.2231302,N
Cytarabine,Aldesleukin,0.1353353,1.00E-50,1.00E-50,0.1353353,0.1353353,N
Cytarabine,Aminophylline,0.082085,0.3251049,1.00E-50,0.380503664,0.380503664,N
Cytarabine,Anakinra,0.1353353,1.00E-50,1.00E-50,0.1353353,0.1353353,N
Cytarabine,Anastrozole,0.1353353,0.2155248,1.00E-50,0.321691987,0.321691987,N
Cytarabine,Arsenic trioxide,0.2231302,0.04633755,1.00E-50,0.259128443,0.259128443,N
Cytarabine,Arzoxifene,1.00E-50,0.2918038,1.00E-50,0.2918038,0.2918038,N
Cytarabine,Axitinib,0.2231302,0.2616279,1.00E-50,0.426381014,0.426381014,N
Cytarabine,Azacitidine,0.6065307,0.7656566,1.00E-50,0.907793066,0.907793066,N
2-Deoxyinosine,Rituximab,1.00E-50,1.00E-50,1.00E-50,0,0,N
Cytarabine,Bexarotene,0.2231302,0.161472,1.00E-50,0.34857292,0.34857292,N
Cytarabine,Bortezomib,0.2231302,0.3004421,1.00E-50,0.456534594,0.456534594,N
Cytarabine,Bosutinib,0.2231302,0.2823594,1.00E-50,0.442486691,0.442486691,N
2-Deoxyinosine,Trastuzumab,1.00E-50,1.00E-50,1.00E-50,0,0,N
Cytarabine,Busulfan,0.2231302,0.1378233,1.00E-50,0.33020096,0.33020096,N
Cytarabine,Cabazitaxel,0.2231302,0.3500052,1.00E-50,0.49503867,0.49503867,N
Cytarabine,Canfosfamide,1.00E-50,0.3218989,1.00E-50,0.3218989,0.3218989,N
Cytarabine,Capecitabine,0.6065307,0.7641913,1.00E-50,0.907216516,0.907216516,N
Cytarabine,Carboplatin,0.2231302,0.1738821,1.00E-50,0.358213952,0.358213952,N
Cytarabine,Carmustine,0.2231302,0.2375048,1.00E-50,0.407640506,0.407640506,N
Cytarabine,Carvedilol,0.082085,0.3353872,1.00E-50,0.389941942,0.389941942,N
Cytarabine,Cediranib,0.2231302,0.3330603,1.00E-50,0.481874689,0.481874689,N
Cytarabine,Celecoxib,0.2231302,0.2053494,1.00E-50,0.382659947,0.382659947,N
Cytarabine,Chenodeoxycholic acid,0.082085,0.2040669,1.00E-50,0.269401069,0.269401069,N
Cytarabine,Chlorambucil,0.2231302,0.2484417,1.00E-50,0.416137054,0.416137054,N
Cytarabine,CI-1040,1.00E-50,0.2467029,1.00E-50,0.2467029,0.2467029,N
Cytarabine,Cyclophosphamide,0.2231302,0.2782025,1.00E-50,0.439257321,0.439257321,N
Cytarabine,Dacarbazine,0.2231302,0.2929754,1.00E-50,0.45073394,0.45073394,N
Cytarabine,Dasatinib,0.2231302,0.3506242,1.00E-50,0.495519552,0.495519552,N
Cytarabine,Decitabine,0.6065307,0.7116434,1.00E-50,0.88654053,0.88654053,N
Cytarabine,Dexamethasone,0.082085,0.2565264,1.00E-50,0.31755443,0.31755443,N
Cytarabine,Diphenhydramine,0.082085,0.2108917,1.00E-50,0.275665655,0.275665655,N
Cytarabine,Discodermolide,1.00E-50,0.3437801,1.00E-50,0.3437801,0.3437801,N
Cytarabine,Docetaxel,0.2231302,0.3511393,1.00E-50,0.495919718,0.495919718,N
Cytarabine,Doxorubicin,0.2231302,0.3484617,1.00E-50,0.493839571,0.493839571,N
Cytarabine,Emodin,1.00E-50,0.182339,1.00E-50,0.182339,0.182339,N
Cytarabine,Enalapril,0.082085,0.3812439,1.00E-50,0.432034494,0.432034494,N
Cytarabine,Enzastaurin,1.00E-50,0.319777,1.00E-50,0.319777,0.319777,N
Cytarabine,Epirubicin,0.2231302,0.3484617,1.00E-50,0.493839571,0.493839571,N
Cytarabine,Erlotinib,0.2231302,0.294275,1.00E-50,0.45174356,0.45174356,N
Cytarabine,Etodolac,0.082085,0.3114591,1.00E-50,0.36797798,0.36797798,N
Cytarabine,Etoposide,0.2231302,0.3102363,1.00E-50,0.464143412,0.464143412,N
Cytarabine,Everolimus,0.2231302,0.3998009,1.00E-50,0.533723445,0.533723445,N
Cytarabine,Exemestane,0.1353353,0.1660518,1.00E-50,0.27891443,0.27891443,N
Cytarabine,Fenretinide,1.00E-50,0.2563559,1.00E-50,0.2563559,0.2563559,N
Cytarabine,Fludarabine,0.3678794,0.51973,1.00E-50,0.696411439,0.696411439,N
Cytarabine,Fluorouracil,0.6065307,0.3328477,1.00E-50,0.737496052,0.737496052,N
Cytarabine,Fotemustine,0.2231302,0.2740178,1.00E-50,0.436006353,0.436006353,N
Cytarabine,Fulvestrant,0.1353353,0.209574,1.00E-50,0.31654654,0.31654654,N
Abiraterone,Bevacizumab,0.135335283,1.00E-50,1.00E-50,0.135335283,0.135335283,N
Cytarabine,Gefitinib,0.2231302,0.3236633,1.00E-50,0.474574443,0.474574443,N
Cytarabine,Gemcitabine,0.6065307,0.8900427,1.00E-50,0.956735178,0.956735178,N
Abiraterone,Brentuximab vedotin,0.135335283,1.00E-50,1.00E-50,0.135335283,0.135335283,N
Cytarabine,Genistein,1.00E-50,0.2437955,1.00E-50,0.2437955,0.2437955,N
Abiraterone,Ganitumab,1.00E-50,1.00E-50,1.00E-50,0,0,N
Cytarabine,Idarubicin,0.2231302,0.3304481,1.00E-50,0.479845349,0.479845349,N
Cytarabine,IL-27,1.00E-50,1.00E-50,1.00E-50,0,0,N
Cytarabine,Imatinib,0.2231302,0.2882079,1.00E-50,0.447030214,0.447030214,N
Cytarabine,Interferon alfa-2a,0.1353353,1.00E-50,1.00E-50,0.1353353,0.1353353,N
Abiraterone,Gemtuzumab ozogamicin,1.00E-50,1.00E-50,1.00E-50,0,0,N
Cytarabine,Irinotecan,0.2231302,0.3896859,1.00E-50,0.525865407,0.525865407,N
Cytarabine,Ixabepilone,0.2231302,0.3627251,1.00E-50,0.504920376,0.504920376,N
Cytarabine,Ketoconazole,0.082085,0.3506377,1.00E-50,0.403940604,0.403940604,N
Cytarabine,L744832,1.00E-50,1.00E-50,1.00E-50,0,0,N
Cytarabine,Lansoprazole,0.082085,0.2735894,1.00E-50,0.333216814,0.333216814,N
Cytarabine,Lapatinib,0.2231302,0.2884671,1.00E-50,0.447231578,0.447231578,N
Cytarabine,Lenalidomide,0.1353353,0.3419349,1.00E-50,0.430994338,0.430994338,N
Cytarabine,Letrozole,0.1353353,0.2078659,1.00E-50,0.315069606,0.315069606,N
Cytarabine,Leucovorin,1.00E-50,0.4454583,1.00E-50,0.4454583,0.4454583,N
Cytarabine,LG100268,1.00E-50,0.2175342,1.00E-50,0.2175342,0.2175342,N
Cytarabine,Linifanib,1.00E-50,0.2671292,1.00E-50,0.2671292,0.2671292,N
Cytarabine,Lomeguatrib,1.00E-50,0.2942577,1.00E-50,0.2942577,0.2942577,N
Cytarabine,Lomustine,0.2231302,0.2925487,1.00E-50,0.45040245,0.45040245,N
Cytarabine,Lonafarnib,1.00E-50,0.3021014,1.00E-50,0.3021014,0.3021014,N
Cytarabine,Melphalan,0.2231302,0.2738299,1.00E-50,0.43586038,0.43586038,N
Cytarabine,Metformin,0.082085,0.1925622,1.00E-50,0.258840732,0.258840732,N
Cytarabine,Methoxsalen,0.082085,0.2272354,1.00E-50,0.290667782,0.290667782,N
Cytarabine,Midazolam,0.082085,0.2479502,1.00E-50,0.309682208,0.309682208,N
Cytarabine,Midostaurin,0.2231302,0.3647295,1.00E-50,0.506477534,0.506477534,N
Cytarabine,Mitomycin,0.2231302,0.4181668,1.00E-50,0.547991358,0.547991358,N
Cytarabine,Mitoxantrone,0.2231302,0.2974812,1.00E-50,0.45423436,0.45423436,N
Cytarabine,Naloxone,0.082085,0.3706543,1.00E-50,0.422314142,0.422314142,N
Cytarabine,Neratinib,1.00E-50,0.3163631,1.00E-50,0.3163631,0.3163631,N
Cytarabine,NU6140,1.00E-50,0.3326783,1.00E-50,0.3326783,0.3326783,N
Cytarabine,O6-benzylguanine,1.00E-50,0.305153,1.00E-50,0.305153,0.305153,N
Cytarabine,Obatoclax,1.00E-50,0.3233796,1.00E-50,0.3233796,0.3233796,N
Cytarabine,Octreotide,0.082085,0.3852822,1.00E-50,0.435741311,0.435741311,N
Cytarabine,Olaparib,0.2231302,0.3112097,1.00E-50,0.464899617,0.464899617,N
Cytarabine,Oxaliplatin,0.2231302,0.317142,1.00E-50,0.469508242,0.469508242,N
Cytarabine,Oxycodone,0.082085,0.3415918,1.00E-50,0.395637237,0.395637237,N
Cytarabine,Paclitaxel,0.2231302,0.3478673,1.00E-50,0.4933778,0.4933778,N
Cytarabine,Pazopanib,0.2231302,0.2521241,1.00E-50,0.418997799,0.418997799,N
Cytarabine,Peginterferon alfa-2b,0.1353353,1.00E-50,1.00E-50,0.1353353,0.1353353,N
Cytarabine,Peloruside A,1.00E-50,0.3214078,1.00E-50,0.3214078,0.3214078,N
Cytarabine,Pemetrexed,0.3678794,0.4069999,1.00E-50,0.625152421,0.625152421,N
Cytarabine,Perifosine,1.00E-50,0.278553,1.00E-50,0.278553,0.278553,N
Abiraterone,Ipilimumab,0.135335283,1.00E-50,1.00E-50,0.135335283,0.135335283,N
Cytarabine,Phenoxodiol,1.00E-50,0.2361367,1.00E-50,0.2361367,0.2361367,N
Cytarabine,Prednisone,0.082085,0.2543531,1.00E-50,0.315559526,0.315559526,N
Cytarabine,Pregabalin,0.082085,0.2306893,1.00E-50,0.293838169,0.293838169,N
Cytarabine,Procainamide,0.082085,0.2357809,1.00E-50,0.298511825,0.298511825,N
Cytarabine,Propranolol,0.082085,0.2737848,1.00E-50,0.333396175,0.333396175,N
Cytarabine,Rifampin,1.00E-50,0.3919032,1.00E-50,0.3919032,0.3919032,N
Abiraterone,Pertuzumab,0.135335283,1.00E-50,1.00E-50,0.135335283,0.135335283,N
Cytarabine,Romidepsin,0.2231302,0.3752463,1.00E-50,0.514647718,0.514647718,N
Cytarabine,Romiplostim,0.082085,1.00E-50,1.00E-50,0.082085,0.082085,N
Cytarabine,Rosiglitazone,0.082085,0.3584677,1.00E-50,0.411127879,0.411127879,N
Cytarabine,Sabarubicin,1.00E-50,0.357344,1.00E-50,0.357344,0.357344,N
Cytarabine,SC144,1.00E-50,0.2950509,1.00E-50,0.2950509,0.2950509,N
Cytarabine,Simvastatin,0.082085,0.2564687,1.00E-50,0.317501467,0.317501467,N
Cytarabine,Sirolimus,0.1353353,0.3919032,1.00E-50,0.474200163,0.474200163,N
Cytarabine,Sodium butyrate,1.00E-50,0.1018915,1.00E-50,0.1018915,0.1018915,N
Cytarabine,Sorafenib,0.2231302,0.2812883,1.00E-50,0.441654585,0.441654585,N
Cytarabine,Sorivudine,1.00E-50,0.7020692,1.00E-50,0.7020692,0.7020692,N
Cytarabine,Sunitinib,0.2231302,0.314936,1.00E-50,0.467794467,0.467794467,N
Cytarabine,Tamoxifen,0.1353353,0.2187037,1.00E-50,0.324440669,0.324440669,N
Cytarabine,Taxane,1.00E-50,0.06543358,1.00E-50,0.06543358,0.06543358,N
Cytarabine,Temozolomide,0.2231302,0.3367601,1.00E-50,0.484748952,0.484748952,N
Cytarabine,Temsirolimus,0.2231302,0.4026639,1.00E-50,0.535947623,0.535947623,N
Abiraterone,Rituximab,0.135335283,1.00E-50,1.00E-50,0.135335283,0.135335283,N
Cytarabine,Thalidomide,0.1353353,0.3297881,1.00E-50,0.420491429,0.420491429,N
Cytarabine,Theophylline,0.082085,0.3251049,1.00E-50,0.380503664,0.380503664,N
Cytarabine,Tipifarnib,1.00E-50,0.3093618,1.00E-50,0.3093618,0.3093618,N
Cytarabine,Topotecan,0.2231302,0.3804192,1.00E-50,0.518666388,0.518666388,N
Cytarabine,Toremifene,0.1353353,0.2196125,1.00E-50,0.325226476,0.325226476,N
Cytarabine,Trabectedin,0.2231302,0.3634818,1.00E-50,0.505508233,0.505508233,N
Abiraterone,Trastuzumab,0.135335283,1.00E-50,1.00E-50,0.135335283,0.135335283,N
Cytarabine,Trebananib,1.00E-50,1.00E-50,1.00E-50,0,0,N
Cytarabine,Tretinoin,0.2231302,0.1698653,1.00E-50,0.355093422,0.355093422,N
Cytarabine,Trichostatin A,1.00E-50,0.2571062,1.00E-50,0.2571062,0.2571062,N
Cytarabine,Trientine,0.082085,0.1425117,1.00E-50,0.212898627,0.212898627,N
Cytarabine,Trifluridine,0.082085,0.6657871,1.00E-50,0.693220966,0.693220966,N
Cytarabine,Tubacin,1.00E-50,0.351525,1.00E-50,0.351525,0.351525,N
Cytarabine,Valproic Acid,1.00E-50,0.1468833,1.00E-50,0.1468833,0.1468833,N
Cytarabine,Vandetanib,0.2231302,0.2978318,1.00E-50,0.454506731,0.454506731,N
Cytarabine,Vinorelbine,0.2231302,0.3699704,1.00E-50,0.510549031,0.510549031,N
Cytarabine,Vitamin D2,1.00E-50,0.2019321,1.00E-50,0.2019321,0.2019321,N
Cytarabine,Vorinostat,0.2231302,0.2471994,1.00E-50,0.415171948,0.415171948,N
Cytarabine,Zibotentan,1.00E-50,0.2878126,1.00E-50,0.2878126,0.2878126,N
Cytarabine,Zoledronic acid,0.082085,0.3044689,1.00E-50,0.36156157,0.36156157,N
ABT-751,Bevacizumab,1.00E-50,1.00E-50,1.00E-50,0,0,N
Dasatinib,17-DMAG,1.00E-50,1.00E-50,1.00E-50,0,0,N
Dasatinib,2-Methoxyestradiol,1.00E-50,0.2393686,1.00E-50,0.2393686,0.2393686,N
Dasatinib,ABT-737,1.00E-50,0.4670929,1.00E-50,0.4670929,0.4670929,N
Dasatinib,AEE788,1.00E-50,0.5397385,1.00E-50,0.5397385,0.5397385,N
Dasatinib,Aflibercept,0.3678794,1.00E-50,1.00E-50,0.3678794,0.3678794,N
Dasatinib,Aminophylline,0.082085,0.4010332,0.1069364,0.508993088,0.508993088,N
Dasatinib,Anastrozole,0.1353353,0.3303928,0.1825193,0.526690358,0.526690358,N
Dasatinib,Arzoxifene,1.00E-50,0.3821073,1.00E-50,0.3821073,0.3821073,N
Dasatinib,Azacitidine,0.2231302,0.3333761,0.2787286,0.626467985,0.626467985,N
Dasatinib,Bexarotene,0.3678794,0.2417262,1.00E-50,0.520679511,0.520679511,N
Dasatinib,Bosutinib,0.6065307,0.4856952,0.2356495,0.845323625,0.845323625,N
Dasatinib,Busulfan,0.2231302,0.1090891,1.00E-50,0.307878227,0.307878227,N
Dasatinib,Canfosfamide,1.00E-50,0.4066999,0.02657807,0.422468672,0.422468672,N
Dasatinib,Carboplatin,0.3678794,0.09466911,1.00E-50,0.427721695,0.427721695,N
Dasatinib,Carvedilol,0.082085,0.416848,0.2373272,0.591753477,0.591753477,N
Dasatinib,Celecoxib,0.3678794,0.3570569,0.2716298,0.703977547,0.703977547,N
Dasatinib,Chlorambucil,0.2231302,0.371164,1.00E-50,0.511476302,0.511476302,N
Dasatinib,CI-1040,1.00E-50,0.4253207,1.00E-50,0.4253207,0.4253207,N
Dasatinib,Clofarabine,0.2231302,0.4476139,1.00E-50,0.570867921,0.570867921,N
Dasatinib,Dacarbazine,0.2231302,0.2377094,1.00E-50,0.407799454,0.407799454,N
Dasatinib,Daunorubicin,0.2231302,0.3282373,1.00E-50,0.478127846,0.478127846,N
Dasatinib,Decitabine,0.2231302,0.3378581,0.278481,0.628852037,0.628852037,N
Dasatinib,Dexamethasone,0.082085,0.2147186,1.00E-50,0.279178424,0.279178424,N
Dasatinib,Diphenhydramine,0.082085,0.2841483,0.1093248,0.41474533,0.41474533,N
Dasatinib,Discodermolide,1.00E-50,0.2380639,1.00E-50,0.2380639,0.2380639,N
Dasatinib,Doxorubicin,0.2231302,0.3499092,0.282504,0.637638755,0.637638755,N
Dasatinib,Emodin,1.00E-50,0.2176816,1.00E-50,0.2176816,0.2176816,N
Dasatinib,Enalapril,0.082085,0.4172358,0.235443,0.591017053,0.591017053,N
Dasatinib,Enzastaurin,1.00E-50,0.5149019,1.00E-50,0.5149019,0.5149019,N
Dasatinib,Epirubicin,0.2231302,0.3499092,0.282504,0.637638755,0.637638755,N
Dasatinib,Erlotinib,0.6065307,0.4507302,0.2643678,0.841014578,0.841014578,N
Dasatinib,Etodolac,0.082085,0.4081445,0.2407407,0.587514891,0.587514891,N
Dasatinib,Etoposide,0.2231302,0.3083745,0.2492918,0.596642259,0.596642259,N
Dasatinib,Everolimus,0.6065307,0.3446953,0.2679856,0.811255737,0.811255737,N
Dasatinib,Exemestane,0.1353353,0.1730123,0.2093023,0.434598111,0.434598111,N
Dasatinib,Fenretinide,1.00E-50,0.32603,1.00E-50,0.32603,0.32603,N
Dasatinib,Fludarabine,0.2231302,0.4457963,1.00E-50,0.569455882,0.569455882,N
Dasatinib,Fluorouracil,0.2231302,0.2147839,0.1808786,0.500327202,0.500327202,N
Dasatinib,Fotemustine,0.2231302,0.2415659,1.00E-50,0.410795452,0.410795452,N
Dasatinib,Fulvestrant,0.1353353,0.2783428,0.1595092,0.47554088,0.47554088,N
ABT-751,Brentuximab vedotin,1.00E-50,1.00E-50,1.00E-50,0,0,N
Dasatinib,Gefitinib,0.6065307,0.5362238,0.2069971,0.855291485,0.855291485,N
