pathway_name,drug,logFC,kegg_pathway_ID
KEGG_BUTANOATE_METABOLISM,Vinblastine,-0.191266935,hsa00650
KEGG_BUTANOATE_METABOLISM,midostaurin,0.262112591,hsa00650
KEGG_BUTANOATE_METABOLISM,Cediranib,-0.368849697,hsa00650
KEGG_BUTANOATE_METABOLISM,Mitoxantrone,0.458444284,hsa00650
KEGG_BUTANOATE_METABOLISM,vemurafenib,0.218348561,hsa00650
KEGG_BUTANOATE_METABOLISM,Everolimus,-0.290513702,hsa00650
KEGG_BUTANOATE_METABOLISM,Midostaurin,0.262112591,hsa00650
KEGG_BUTANOATE_METABOLISM,everolimus,-0.290513702,hsa00650
KEGG_BUTANOATE_METABOLISM,afatinib,0.330593263,hsa00650
KEGG_CALCIUM_SIGNALING_PATHWAY,Epirubicin,0.171274333,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Linifanib,0.294629241,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Daunorubicin,0.225522912,hsa04020
KEGG_CALCIUM_SIGNALING_PATHWAY,Doxorubicin,0.195657244,hsa04020
KEGG_CARDIAC_MUSCLE_CONTRACTION,alitretinoin,-0.268219656,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Daunorubicin,0.213727845,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Vorinostat,0.101752894,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Mitoxantrone,0.278737679,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,vorinostat,0.101752894,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,vemurafenib,-0.169828041,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Doxorubicin,0.202122018,hsa04260
KEGG_CARDIAC_MUSCLE_CONTRACTION,Epirubicin,0.284948548,hsa04260
KEGG_CELL_ADHESION_MOLECULES_CAMS,vorinostat,0.110730775,hsa04514
KEGG_CELL_ADHESION_MOLECULES_CAMS,Neratinib,0.18101359,hsa04514
KEGG_CELL_ADHESION_MOLECULES_CAMS,Exemestane,-0.162120493,hsa04514
KEGG_CELL_ADHESION_MOLECULES_CAMS,Epirubicin,0.242315496,hsa04514
KEGG_CELL_ADHESION_MOLECULES_CAMS,Vinblastine,0.157951468,hsa04514
KEGG_CELL_ADHESION_MOLECULES_CAMS,Linifanib,0.2707885,hsa04514
KEGG_CELL_ADHESION_MOLECULES_CAMS,Mitoxantrone,0.313896172,hsa04514
KEGG_CELL_ADHESION_MOLECULES_CAMS,Simvastatin,0.150055165,hsa04514
KEGG_CELL_ADHESION_MOLECULES_CAMS,Vorinostat,0.110730775,hsa04514
KEGG_CELL_ADHESION_MOLECULES_CAMS,Doxorubicin,0.215666706,hsa04514
KEGG_CELL_ADHESION_MOLECULES_CAMS,neratinib,0.18101359,hsa04514
KEGG_CELL_ADHESION_MOLECULES_CAMS,Daunorubicin,0.256408742,hsa04514
KEGG_CELL_CYCLE,Gefitinib,-0.155249395,hsa04110
KEGG_CELL_CYCLE,sorafenib,-0.120597003,hsa04110
KEGG_CELL_CYCLE,Daunorubicin,-0.259552231,hsa04110
KEGG_CELL_CYCLE,Sorafenib,-0.120597003,hsa04110
KEGG_CELL_CYCLE,Doxorubicin,-0.272536877,hsa04110
KEGG_CELL_CYCLE,palbociclib,-0.313493709,hsa04110
KEGG_CELL_CYCLE,sirolimus,-0.123916321,hsa04110
KEGG_CELL_CYCLE,Linifanib,-0.248106475,hsa04110
KEGG_CELL_CYCLE,Vorinostat,-0.185248566,hsa04110
KEGG_CELL_CYCLE,belinostat,-0.237094906,hsa04110
KEGG_CELL_CYCLE,Enzastaurin,-0.234147126,hsa04110
KEGG_CELL_CYCLE,gefitinib,-0.155249395,hsa04110
KEGG_CELL_CYCLE,Geldanamycin,-0.115179628,hsa04110
KEGG_CELL_CYCLE,Vinblastine,-0.183015087,hsa04110
KEGG_CELL_CYCLE,Simvastatin,-0.161084706,hsa04110
KEGG_CELL_CYCLE,vorinostat,-0.185248566,hsa04110
KEGG_CELL_CYCLE,Sirolimus,-0.123916321,hsa04110
KEGG_CELL_CYCLE,Epirubicin,-0.231196328,hsa04110
KEGG_CHEMOKINE_SIGNALING_PATHWAY,Imatinib,0.169436973,hsa04062
KEGG_CHEMOKINE_SIGNALING_PATHWAY,Mitoxantrone,0.177146169,hsa04062
KEGG_CHEMOKINE_SIGNALING_PATHWAY,Daunorubicin,0.111684505,hsa04062
KEGG_CHEMOKINE_SIGNALING_PATHWAY,Epirubicin,0.130691065,hsa04062
KEGG_CHEMOKINE_SIGNALING_PATHWAY,vorinostat,0.138678346,hsa04062
KEGG_CHEMOKINE_SIGNALING_PATHWAY,Fludarabine,0.294299873,hsa04062
KEGG_CHEMOKINE_SIGNALING_PATHWAY,Vorinostat,0.138678346,hsa04062
KEGG_CHEMOKINE_SIGNALING_PATHWAY,Vinblastine,0.121816491,hsa04062
KEGG_CHEMOKINE_SIGNALING_PATHWAY,imatinib,0.169436973,hsa04062
KEGG_CHRONIC_MYELOID_LEUKEMIA,Vinorelbine,0.139851441,hsa05220
KEGG_CHRONIC_MYELOID_LEUKEMIA,Vorinostat,-0.156001745,hsa05220
KEGG_CHRONIC_MYELOID_LEUKEMIA,Fenretinide,0.207623825,hsa05220
KEGG_CHRONIC_MYELOID_LEUKEMIA,Midostaurin,0.193898776,hsa05220
KEGG_CHRONIC_MYELOID_LEUKEMIA,Daunorubicin,-0.184814221,hsa05220
KEGG_CHRONIC_MYELOID_LEUKEMIA,crizotinib,0.265427964,hsa05220
KEGG_CHRONIC_MYELOID_LEUKEMIA,Rosiglitazone,0.134393342,hsa05220
KEGG_CHRONIC_MYELOID_LEUKEMIA,Epirubicin,-0.209121175,hsa05220
KEGG_CHRONIC_MYELOID_LEUKEMIA,Obatoclax,0.238794066,hsa05220
KEGG_CHRONIC_MYELOID_LEUKEMIA,Toremifene,-0.133694927,hsa05220
KEGG_CHRONIC_MYELOID_LEUKEMIA,toremifene,-0.133694927,hsa05220
KEGG_CHRONIC_MYELOID_LEUKEMIA,vorinostat,-0.156001745,hsa05220
KEGG_CHRONIC_MYELOID_LEUKEMIA,Simvastatin,-0.132133067,hsa05220
KEGG_CHRONIC_MYELOID_LEUKEMIA,midostaurin,0.193898776,hsa05220
KEGG_CHRONIC_MYELOID_LEUKEMIA,ruxolitinib,0.16156091,hsa05220
KEGG_CHRONIC_MYELOID_LEUKEMIA,Doxorubicin,-0.120306757,hsa05220
KEGG_CHRONIC_MYELOID_LEUKEMIA,Vinblastine,0.193887431,hsa05220
KEGG_CIRCADIAN_RHYTHM_MAMMAL,Rosiglitazone,0.276511319,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,Mitoxantrone,-0.505883684,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,Doxorubicin,-0.295872883,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,Sorafenib,0.5371757,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,Obatoclax,0.590717979,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,Sunitinib,0.406817279,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,Cediranib,0.359534012,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,Olaparib,0.44800286,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,sorafenib,0.5371757,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,crizotinib,0.43761389,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,olaparib,0.44800286,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,nilotinib,0.548897511,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,Linifanib,-0.490134367,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,Epirubicin,-0.575540167,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,sunitinib,0.406817279,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,Simvastatin,-0.230856084,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,Lenalidomide,0.254660833,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,imatinib,0.348822337,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,Fenretinide,0.349845436,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,Daunorubicin,-0.462035677,hsa04710
KEGG_CIRCADIAN_RHYTHM_MAMMAL,Imatinib,0.348822337,hsa04710
KEGG_CITRATE_CYCLE_TCA_CYCLE,Daunorubicin,0.331725232,hsa00020
KEGG_CITRATE_CYCLE_TCA_CYCLE,Obatoclax,-0.300762391,hsa00020
KEGG_CITRATE_CYCLE_TCA_CYCLE,Docetaxel,-0.289878198,hsa00020
KEGG_CITRATE_CYCLE_TCA_CYCLE,Vinblastine,-0.255036799,hsa00020
KEGG_CITRATE_CYCLE_TCA_CYCLE,imatinib,-0.338452971,hsa00020
KEGG_CITRATE_CYCLE_TCA_CYCLE,nilotinib,-0.31640519,hsa00020
KEGG_CITRATE_CYCLE_TCA_CYCLE,Geldanamycin,-0.103645549,hsa00020
KEGG_CITRATE_CYCLE_TCA_CYCLE,Cediranib,-0.388714701,hsa00020
KEGG_CITRATE_CYCLE_TCA_CYCLE,Sunitinib,-0.324241524,hsa00020
KEGG_CITRATE_CYCLE_TCA_CYCLE,belinostat,0.268170675,hsa00020
KEGG_CITRATE_CYCLE_TCA_CYCLE,Imatinib,-0.338452971,hsa00020
KEGG_CITRATE_CYCLE_TCA_CYCLE,Epirubicin,0.411606038,hsa00020
KEGG_CITRATE_CYCLE_TCA_CYCLE,bosutinib,0.29298518,hsa00020
KEGG_CITRATE_CYCLE_TCA_CYCLE,vorinostat,0.210224382,hsa00020
KEGG_CITRATE_CYCLE_TCA_CYCLE,Vorinostat,0.210224382,hsa00020
KEGG_CITRATE_CYCLE_TCA_CYCLE,ruxolitinib,-0.318122244,hsa00020
KEGG_CITRATE_CYCLE_TCA_CYCLE,Mitoxantrone,0.476839701,hsa00020
KEGG_CITRATE_CYCLE_TCA_CYCLE,Vinorelbine,-0.20964084,hsa00020
KEGG_CITRATE_CYCLE_TCA_CYCLE,Bosutinib,0.29298518,hsa00020
KEGG_CITRATE_CYCLE_TCA_CYCLE,sunitinib,-0.324241524,hsa00020
KEGG_COLORECTAL_CANCER,crizotinib,0.20433789,hsa05210
KEGG_COLORECTAL_CANCER,Fenretinide,0.147630968,hsa05210
KEGG_COLORECTAL_CANCER,bosutinib,-0.185368399,hsa05210
KEGG_COLORECTAL_CANCER,Simvastatin,-0.124265402,hsa05210
KEGG_COLORECTAL_CANCER,Bosutinib,-0.185368399,hsa05210
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,Daunorubicin,0.234828458,hsa04610
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,Tamoxifen,-0.247965147,hsa04610
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,tamoxifen,-0.247965147,hsa04610
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,Cediranib,-0.477761916,hsa04610
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,Geldanamycin,0.126117726,hsa04610
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,Linifanib,0.43866509,hsa04610
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,Zibotentan,-0.31639303,hsa04610
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,Mitoxantrone,0.40628842,hsa04610
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,Sirolimus,-0.115032929,hsa00270
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,Docetaxel,-0.258160234,hsa00270
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,axitinib,-0.21478462,hsa00270
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,Axitinib,-0.21478462,hsa00270
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,Cediranib,-0.281504352,hsa00270
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,Enzastaurin,-0.206943151,hsa00270
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,Vinorelbine,-0.240843577,hsa00270
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,sirolimus,-0.115032929,hsa00270
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,Midostaurin,-0.195707721,hsa00270
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,vorinostat,-0.092724028,hsa00270
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,Vinblastine,-0.377732737,hsa00270
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,Everolimus,-0.240082648,hsa00270
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,Fenretinide,0.128856292,hsa00270
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,imatinib,-0.244894222,hsa00270
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,Vorinostat,-0.092724028,hsa00270
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,everolimus,-0.240082648,hsa00270
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,midostaurin,-0.195707721,hsa00270
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,Imatinib,-0.244894222,hsa00270
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,Obatoclax,-0.271270977,hsa00270
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,Naloxone,-0.179332938,hsa04060
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,Linifanib,0.308270219,hsa04060
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,Fludarabine,0.326862475,hsa04060
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,Obatoclax,0.293889487,hsa04060
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,ruxolitinib,0.184289468,hsa04060
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,Vinblastine,0.208319733,hsa04623
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,Mitoxantrone,-0.362308432,hsa04623
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,ruxolitinib,0.240175447,hsa04623
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,Obatoclax,0.298924784,hsa04623
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,Daunorubicin,-0.220565404,hsa04623
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,Everolimus,0.406294895,hsa04623
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,everolimus,0.406294895,hsa04623
KEGG_DILATED_CARDIOMYOPATHY,Epirubicin,0.321596172,hsa05414
KEGG_DILATED_CARDIOMYOPATHY,Mitoxantrone,0.392241066,hsa05414
KEGG_DILATED_CARDIOMYOPATHY,Linifanib,0.197319134,hsa05414
KEGG_DILATED_CARDIOMYOPATHY,Doxorubicin,0.262806521,hsa05414
KEGG_DILATED_CARDIOMYOPATHY,Cediranib,-0.204772935,hsa05414
KEGG_DILATED_CARDIOMYOPATHY,vemurafenib,-0.192787441,hsa05414
KEGG_DILATED_CARDIOMYOPATHY,Daunorubicin,0.309475314,hsa05414
KEGG_DNA_REPLICATION,Vorinostat,-0.26125084,hsa03030
KEGG_DNA_REPLICATION,Temsirolimus,-0.499981762,hsa03030
KEGG_DNA_REPLICATION,MK-2206,-0.285837134,hsa03030
KEGG_DNA_REPLICATION,Erlotinib,-0.356089019,hsa03030
KEGG_DNA_REPLICATION,ixazomib,-0.312679115,hsa03030
KEGG_DNA_REPLICATION,crizotinib,-0.519236972,hsa03030
KEGG_DNA_REPLICATION,vemurafenib,-0.200467139,hsa03030
KEGG_DNA_REPLICATION,Cediranib,-0.461502767,hsa03030
KEGG_DNA_REPLICATION,sunitinib,-0.519575576,hsa03030
KEGG_DNA_REPLICATION,Vinorelbine,-0.368699118,hsa03030
KEGG_DNA_REPLICATION,Imatinib,-0.302625085,hsa03030
KEGG_DNA_REPLICATION,ruxolitinib,-0.419288568,hsa03030
KEGG_DNA_REPLICATION,fulvestrant,-0.261945254,hsa03030
KEGG_DNA_REPLICATION,palbociclib,-0.534751031,hsa03030
KEGG_DNA_REPLICATION,erlotinib,-0.356089019,hsa03030
KEGG_DNA_REPLICATION,Geldanamycin,-0.32433879,hsa03030
KEGG_DNA_REPLICATION,nilotinib,-0.53938639,hsa03030
KEGG_DNA_REPLICATION,Sirolimus,-0.328333437,hsa03030
KEGG_DNA_REPLICATION,Sorafenib,-0.222277666,hsa03030
KEGG_DNA_REPLICATION,sorafenib,-0.222277666,hsa03030
KEGG_DNA_REPLICATION,pazopanib,-0.3649167,hsa03030
KEGG_DNA_REPLICATION,rucaparib,-0.225367015,hsa03030
KEGG_DNA_REPLICATION,Sunitinib,-0.519575576,hsa03030
KEGG_DNA_REPLICATION,Midostaurin,-0.452159623,hsa03030
KEGG_DNA_REPLICATION,Fulvestrant,-0.261945254,hsa03030
KEGG_DNA_REPLICATION,Vinblastine,-0.491767972,hsa03030
KEGG_DNA_REPLICATION,Doxorubicin,-0.222747876,hsa03030
KEGG_DNA_REPLICATION,imatinib,-0.302625085,hsa03030
KEGG_DNA_REPLICATION,sonidegib,-0.2918102,hsa03030
KEGG_DNA_REPLICATION,midostaurin,-0.452159623,hsa03030
KEGG_DNA_REPLICATION,Pazopanib,-0.3649167,hsa03030
KEGG_DNA_REPLICATION,vorinostat,-0.26125084,hsa03030
KEGG_DNA_REPLICATION,sirolimus,-0.328333437,hsa03030
KEGG_DNA_REPLICATION,temsirolimus,-0.499981762,hsa03030
KEGG_DNA_REPLICATION,Obatoclax,-0.357620209,hsa03030
KEGG_DNA_REPLICATION,ABT-751,-0.322238342,hsa03030
KEGG_DNA_REPLICATION,everolimus,-0.570015166,hsa03030
KEGG_DNA_REPLICATION,Everolimus,-0.570015166,hsa03030
KEGG_DORSO_VENTRAL_AXIS_FORMATION,sunitinib,0.34736057,hsa04320
KEGG_DORSO_VENTRAL_AXIS_FORMATION,palbociclib,0.338481102,hsa04320
KEGG_DORSO_VENTRAL_AXIS_FORMATION,vorinostat,0.110770366,hsa04320
KEGG_DORSO_VENTRAL_AXIS_FORMATION,Vinblastine,0.326753664,hsa04320
KEGG_DORSO_VENTRAL_AXIS_FORMATION,Daunorubicin,0.152866531,hsa04320
KEGG_DORSO_VENTRAL_AXIS_FORMATION,Sunitinib,0.34736057,hsa04320
KEGG_DORSO_VENTRAL_AXIS_FORMATION,Mitoxantrone,0.255889566,hsa04320
KEGG_DORSO_VENTRAL_AXIS_FORMATION,Vorinostat,0.110770366,hsa04320
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,Daunorubicin,0.287280613,hsa00982
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,vorinostat,-0.117464697,hsa00982
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,Mitoxantrone,0.309485228,hsa00982
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,Linifanib,0.321140623,hsa00982
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,Simvastatin,0.16109756,hsa00982
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,Decitabine,0.306698607,hsa00982
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,Vorinostat,-0.117464697,hsa00982
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,Cediranib,-0.393349233,hsa00982
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,Vinorelbine,-0.223328865,hsa00982
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,Everolimus,-0.290406729,hsa00983
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,ruxolitinib,-0.182653425,hsa00983
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,everolimus,-0.290406729,hsa00983
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,Vinblastine,-0.194596577,hsa00983
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,Vinorelbine,-0.201189059,hsa00983
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,vorinostat,-0.119798593,hsa00983
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,Genistein,-0.186694186,hsa00983
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,Carvedilol,0.267167556,hsa00983
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,Enzastaurin,-0.203119228,hsa00983
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,Vorinostat,-0.119798593,hsa00983
KEGG_ECM_RECEPTOR_INTERACTION,Vinblastine,0.209662955,hsa04512
KEGG_ECM_RECEPTOR_INTERACTION,Afatinib,-0.209387957,hsa04512
KEGG_ECM_RECEPTOR_INTERACTION,Epirubicin,0.225834466,hsa04512
KEGG_ECM_RECEPTOR_INTERACTION,Mitoxantrone,0.353980073,hsa04512
KEGG_ECM_RECEPTOR_INTERACTION,Linifanib,0.289770596,hsa04512
KEGG_ECM_RECEPTOR_INTERACTION,Daunorubicin,0.301086111,hsa04512
KEGG_ECM_RECEPTOR_INTERACTION,Doxorubicin,0.28540175,hsa04512
KEGG_ECM_RECEPTOR_INTERACTION,afatinib,-0.209387957,hsa04512
KEGG_ECM_RECEPTOR_INTERACTION,Tubacin,-0.205930983,hsa04512
KEGG_ECM_RECEPTOR_INTERACTION,crizotinib,-0.263712041,hsa04512
KEGG_ENDOCYTOSIS,belinostat,0.268734166,hsa04144
KEGG_ENDOCYTOSIS,Vorinostat,0.168491229,hsa04144
KEGG_ENDOCYTOSIS,Midostaurin,0.181959239,hsa04144
KEGG_ENDOCYTOSIS,midostaurin,0.181959239,hsa04144
KEGG_ENDOCYTOSIS,vorinostat,0.168491229,hsa04144
KEGG_ENDOCYTOSIS,Enalapril,-0.16962201,hsa04144
KEGG_ENDOCYTOSIS,imatinib,0.179568886,hsa04144
KEGG_ENDOCYTOSIS,Vinblastine,0.126032528,hsa04144
KEGG_ENDOCYTOSIS,Obatoclax,0.20562241,hsa04144
KEGG_ENDOCYTOSIS,Imatinib,0.179568886,hsa04144
KEGG_ENDOMETRIAL_CANCER,Carvedilol,-0.119952517,hsa05213
KEGG_ENDOMETRIAL_CANCER,Epirubicin,-0.127252622,hsa05213
KEGG_ENDOMETRIAL_CANCER,Fenretinide,0.149673875,hsa05213
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,everolimus,0.277762963,hsa05120
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,Fenretinide,0.129418219,hsa05120
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,Vorinostat,0.082949982,hsa05120
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,Vinorelbine,0.247284353,hsa05120
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,Midostaurin,0.245724391,hsa05120
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,ixazomib,0.23760542,hsa05120
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,Everolimus,0.277762963,hsa05120
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,vorinostat,0.082949982,hsa05120
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,Obatoclax,0.348614374,hsa05120
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,ruxolitinib,0.187752243,hsa05120
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,Imatinib,0.277705778,hsa05120
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,Vinblastine,0.160955173,hsa05120
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,midostaurin,0.245724391,hsa05120
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,imatinib,0.277705778,hsa05120
KEGG_ERBB_SIGNALING_PATHWAY,imatinib,0.196472354,hsa04012
KEGG_ERBB_SIGNALING_PATHWAY,Vinblastine,0.175210337,hsa04012
KEGG_ERBB_SIGNALING_PATHWAY,Vorinostat,-0.045382528,hsa04012
KEGG_ERBB_SIGNALING_PATHWAY,vorinostat,-0.045382528,hsa04012
KEGG_ERBB_SIGNALING_PATHWAY,Obatoclax,0.196989397,hsa04012
KEGG_ERBB_SIGNALING_PATHWAY,Vinorelbine,0.176459849,hsa04012
KEGG_ERBB_SIGNALING_PATHWAY,Imatinib,0.196472354,hsa04012
KEGG_ETHER_LIPID_METABOLISM,Vorinostat,0.150817466,hsa00565
KEGG_ETHER_LIPID_METABOLISM,vorinostat,0.150817466,hsa00565
KEGG_ETHER_LIPID_METABOLISM,belinostat,0.253842679,hsa00565
KEGG_ETHER_LIPID_METABOLISM,Daunorubicin,0.24047578,hsa00565
KEGG_FATTY_ACID_METABOLISM,Mitoxantrone,0.500098527,hsa00071
KEGG_FATTY_ACID_METABOLISM,Vinblastine,-0.344430142,hsa00071
KEGG_FATTY_ACID_METABOLISM,Linifanib,0.25104777,hsa00071
KEGG_FATTY_ACID_METABOLISM,Decitabine,0.304150887,hsa00071
KEGG_FATTY_ACID_METABOLISM,Cediranib,-0.432555591,hsa00071
KEGG_FATTY_ACID_METABOLISM,nilotinib,-0.335895349,hsa00071
KEGG_FATTY_ACID_METABOLISM,Doxorubicin,0.208011489,hsa00071
KEGG_FATTY_ACID_METABOLISM,Vinorelbine,-0.27294069,hsa00071
KEGG_FATTY_ACID_METABOLISM,alitretinoin,0.329363564,hsa00071
KEGG_FATTY_ACID_METABOLISM,Daunorubicin,0.23912252,hsa00071
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,Vorinostat,0.103157564,hsa04664
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,Fludarabine,0.302826256,hsa04664
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,vorinostat,0.103157564,hsa04664
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,Vorinostat,0.153708863,hsa04666
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,Vinblastine,0.097696458,hsa04666
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,vorinostat,0.153708863,hsa04666
KEGG_FOCAL_ADHESION,Vinorelbine,0.152401206,hsa04510
KEGG_FOCAL_ADHESION,Linifanib,0.191347362,hsa04510
KEGG_FOCAL_ADHESION,Vinblastine,0.245113855,hsa04510
KEGG_FOCAL_ADHESION,Doxorubicin,0.184025573,hsa04510
KEGG_FOCAL_ADHESION,Epirubicin,0.142233489,hsa04510
KEGG_FOCAL_ADHESION,Daunorubicin,0.178317754,hsa04510
KEGG_FOCAL_ADHESION,Mitoxantrone,0.224319712,hsa04510
KEGG_FOCAL_ADHESION,Rosiglitazone,0.098134054,hsa04510
KEGG_FOLATE_BIOSYNTHESIS,Carvedilol,0.289231925,hsa00790
KEGG_FOLATE_BIOSYNTHESIS,Vorinostat,-0.171793623,hsa00790
KEGG_FOLATE_BIOSYNTHESIS,Procainamide,0.584930553,hsa00790
KEGG_FOLATE_BIOSYNTHESIS,Propranolol,-0.31994719,hsa00790
KEGG_FOLATE_BIOSYNTHESIS,sirolimus,-0.153861321,hsa00790
KEGG_FOLATE_BIOSYNTHESIS,vorinostat,-0.171793623,hsa00790
KEGG_FOLATE_BIOSYNTHESIS,Sirolimus,-0.153861321,hsa00790
