Drug	DEG	logFC
Aclacinomycin A	METTL4	1
Aclacinomycin A	GRIK1	1
Aclacinomycin A	C22orf30	1
Aclacinomycin A	CHAD	1
Aclacinomycin A	PPIP5K1	1
Aclacinomycin A	C1orf111	1
Aclacinomycin A	TSPYL6	1
Aclacinomycin A	CAMSAP1	1
Aclacinomycin A	SMAD2	1
Aclacinomycin A	RCHY1	1
Aclacinomycin A	JAKMIP1	1
Aclacinomycin A	ZFPM2	1
Aclacinomycin A	TPRA1	1
Aclacinomycin A	BRWD1	1
Aclacinomycin A	KLF4	1
Aclacinomycin A	C21orf56	1
Aclacinomycin A	CADM2	1
Aclacinomycin A	CCDC37	1
Aclacinomycin A	RG9MTD3	1
Aclacinomycin A	TNXA /// TNXB	1
Aclacinomycin A	PLS1	1
Aclacinomycin A	MORC3	1
Aclacinomycin A	PYY	1
Aclacinomycin A	KDM4D	1
Aclacinomycin A	TNNI3K	1
Aclacinomycin A	NUS1	1
Aclacinomycin A	CDH5	1
Trichostatin A	ENPP2	1
Trichostatin A	MPDU1	1
Trichostatin A	EGR4	1
Trichostatin A	C11orf67	1
Trichostatin A	EXOSC10	1
Trichostatin A	TMEM155	1
Trichostatin A	TYMS	1
Trichostatin A	C6orf108	1
Trichostatin A	CDK2AP1	1
Trichostatin A	ASMTL	1
Trichostatin A	RGS2	1
Trichostatin A	HNRNPL	1
Trichostatin A	PIGB	1
Trichostatin A	MYOF	1
Trichostatin A	CD5	1
Trichostatin A	FAS	1
Trichostatin A	PRDM10	1
Trichostatin A	CCDC102A	1
Trichostatin A	NR4A2	1
Trichostatin A	RAI1	1
Trichostatin A	ITIH4	1
Trichostatin A	CHRAC1	1
Trichostatin A	MRPL54	1
Trichostatin A	CTRL /// PSMB10	1
Trichostatin A	PHF19	1
Trichostatin A	HLA-F	1
Trichostatin A	ARG2	1
Trichostatin A	YARS2	1
Trichostatin A	RFTN1	1
Trichostatin A	PRKCDBP	1
Trichostatin A	IL4R	1
Trichostatin A	SERPINI1	1
Trichostatin A	NDUFS2	1
Trichostatin A	THOC4	1
Trichostatin A	STAT5A	1
Trichostatin A	PMF1	1
Trichostatin A	TUBB	1
Trichostatin A	HPCAL1	1
Trichostatin A	ZBED5	1
Trichostatin A	FAIM	1
Trichostatin A	CCL20	1
Trichostatin A	CXorf26	1
Trichostatin A	ISG15	1
Trichostatin A	AKR1C3	1
Trichostatin A	KDSR	1
Trichostatin A	IL8	1
Trichostatin A	IRF5	1
Trichostatin A	RBM5	1
Trichostatin A	MAN2A2	1
Trichostatin A	FMNL1	1
Trichostatin A	GAL3ST4	1
Trichostatin A	NQO1	1
Trichostatin A	SOCS2	1
Trichostatin A	TIMP1	1
Trichostatin A	PIGO	1
Trichostatin A	ASAP3	1
Trichostatin A	CCL3	1
Trichostatin A	LSP1	1
Trichostatin A	TPMT	1
Trichostatin A	C10orf32	1
Trichostatin A	BAIAP2	1
Trichostatin A	DOCK10	1
Trichostatin A	WASF1	1
Trichostatin A	KIAA0513	1
Trichostatin A	PCBD1	1
Trichostatin A	ADCY1	1
Trichostatin A	PRCP	1
Trichostatin A	UHRF1	1
Trichostatin A	ECHDC2	1
Trichostatin A	LGMN	1
Trichostatin A	DSG2	1
Trichostatin A	NUCKS1	1
Trichostatin A	CMTM3	1
Trichostatin A	CD52	1
Trichostatin A	CREBBP	1
Trichostatin A	IL15	1
Trichostatin A	NDUFC1	1
Trichostatin A	ALCAM	1
Trichostatin A	NQO2	1
Trichostatin A	USE1	1
Trichostatin A	GLRX	1
Trichostatin A	FSCN1	1
Trichostatin A	SH3PXD2B	1
Trichostatin A	ARL6IP5	1
Trichostatin A	DNAJC7	1
Trichostatin A	DCPS	1
Trichostatin A	RAET1L /// ULBP2	1
Trichostatin A	AVPI1	1
Trichostatin A	ULBP2	1
Trichostatin A	BTBD6	1
Trichostatin A	CLEC2D	1
Trichostatin A	HEATR2	1
Trichostatin A	TSPAN8	1
Trichostatin A	CCNB1IP1	1
Trichostatin A	PTTG1 /// PTTG3P	1
Trichostatin A	ODZ3	1
Trichostatin A	ANP32B	1
Trichostatin A	FAM83H	1
Trichostatin A	CD58	1
Trichostatin A	EIF4G2	1
Trichostatin A	NPC2	1
Trichostatin A	TIGIT	1
Trichostatin A	MGLL	1
Trichostatin A	CYP1B1	1
Trichostatin A	HSPA1A /// HSPA1B	1
Trichostatin A	STK39	1
Trichostatin A	IDH1	1
Trichostatin A	MCCC2	1
Trichostatin A	FAM117A	1
Trichostatin A	GSS	1
Trichostatin A	C1orf31	1
Trichostatin A	HSPA1B	1
Trichostatin A	WIPI1	1
Trichostatin A	CCDC28A	1
Trichostatin A	GPATCH4	1
Trichostatin A	IFI6	1
Trichostatin A	AGPHD1	1
Trichostatin A	STAT4	1
Trichostatin A	ANAPC13	1
Trichostatin A	COMMD7	1
Trichostatin A	SLC31A1	1
Trichostatin A	MGST1	1
Trichostatin A	VWA5A	1
Trichostatin A	DNLZ	1
Trichostatin A	PNMA1	1
Trichostatin A	PUF60	1
Trichostatin A	PFKM	1
Trichostatin A	GNB1	1
Trichostatin A	KIAA1797	1
Trichostatin A	TXNDC15	1
Trichostatin A	PHPT1	1
Trichostatin A	CSRP1	1
Trichostatin A	UBE2C	1
Trichostatin A	EMG1	1
Trichostatin A	CXCL13	1
Trichostatin A	HIGD2A	1
Trichostatin A	RCN1	1
Trichostatin A	PLEKHB2	1
Trichostatin A	NRAS	1
Trichostatin A	PLXNB2	1
Trichostatin A	ZMIZ1	1
Trichostatin A	CD55	1
Trichostatin A	NRARP	1
Trichostatin A	PRUNE2	1
Trichostatin A	ABCB1	1
Trichostatin A	NAE1	1
Trichostatin A	HMGN2	1
Trichostatin A	DNER	1
Trichostatin A	SGK1	1
Trichostatin A	SFRS18	1
Trichostatin A	FAM171A1	1
Trichostatin A	GPC2	1
Trichostatin A	PTPN7	1
Trichostatin A	ID1	1
Trichostatin A	BCL6	1
Trichostatin A	TBL1XR1	1
Trichostatin A	U2AF2	1
Trichostatin A	GALM	1
Trichostatin A	JARID2	1
Trichostatin A	SRRM2	1
Trichostatin A	MDFIC	1
Trichostatin A	SFRS2	1
Trichostatin A	EXTL2	1
Trichostatin A	KIAA0368	1
Trichostatin A	FLVCR2	1
Trichostatin A	KIF21B	1
Trichostatin A	ANKRD35	1
Trichostatin A	TTC27	1
Trichostatin A	C1orf53	1
Trichostatin A	CDK6	1
Trichostatin A	BARX2	1
Trichostatin A	GRIN2A	1
Trichostatin A	ASAH1	1
Trichostatin A	ZBED2	1
Trichostatin A	G6PD	1
Trichostatin A	ALDOC	1
Trichostatin A	JAK3	1
Trichostatin A	SDC4	1
Trichostatin A	C4orf33	1
Trichostatin A	SSSCA1	1
Trichostatin A	UBE2D4	1
Trichostatin A	C17orf58	1
Trichostatin A	GM2A	1
Trichostatin A	WDYHV1	1
Trichostatin A	VGLL2	1
Trichostatin A	ALAS1	1
Trichostatin A	AGPAT4	1
Trichostatin A	NDUFS4	1
Trichostatin A	MSC	1
Trichostatin A	WIBG	1
Trichostatin A	SYN1	1
Trichostatin A	ASPSCR1	1
Trichostatin A	KDM5D	1
Trichostatin A	ERRFI1	1
Trichostatin A	CYFIP2	1
Trichostatin A	C9orf85	1
Trichostatin A	MAP2	1
Trichostatin A	ZBED1	1
Trichostatin A	FAM136A	1
Trichostatin A	RUNDC3B	1
Trichostatin A	FGD6	1
Trichostatin A	WDR6	1
Trichostatin A	TAP1	1
Trichostatin A	RHOC	1
Trichostatin A	MRPL23	1
Trichostatin A	SLC27A1	1
Trichostatin A	C17orf61	1
Trichostatin A	CSDE1	1
Trichostatin A	MON1A	1
Trichostatin A	SLC43A2	1
Trichostatin A	ETV5	1
Trichostatin A	RELB	1
Trichostatin A	RBM22	1
Trichostatin A	SUMO3	1
Trichostatin A	EMP3	1
Trichostatin A	CR2	1
Trichostatin A	MYO3B	1
Trichostatin A	EMP2	1
Trichostatin A	UBE2Z	1
Trichostatin A	PPP2R4	1
Trichostatin A	RCC2	1
Trichostatin A	BEX4	1
Trichostatin A	PDCD2L	1
Trichostatin A	CAPN2	1
Trichostatin A	TLR7	1
Trichostatin A	GDF11	1
Trichostatin A	IMPA2	1
Trichostatin A	TST	1
Trichostatin A	GYPC	1
Trichostatin A	SPATS2L	1
Trichostatin A	NUP205	1
Trichostatin A	MCM7	1
Trichostatin A	MAPRE2	1
Trichostatin A	MYO19	1
Trichostatin A	L3MBTL2	1
Trichostatin A	DNAJC12	1
Trichostatin A	C19orf61	1
Trichostatin A	PGM2L1	1
Trichostatin A	LAT /// SPNS1	1
Trichostatin A	HNRNPAB	1
Trichostatin A	USF2	1
Trichostatin A	UFC1	1
Trichostatin A	ZFP91	1
Trichostatin A	STAG2	1
Trichostatin A	TMEM126A	1
Trichostatin A	B3GALT6	1
Trichostatin A	COMT	1
Trichostatin A	IFNGR2	1
Trichostatin A	ALDH16A1	1
Trichostatin A	SCCPDH	1
Trichostatin A	APLP1	1
Trichostatin A	STX7	1
Trichostatin A	CTSZ	1
Trichostatin A	PLCXD1	1
Trichostatin A	FANCI	1
Trichostatin A	PRRX1	1
Trichostatin A	MAP2K7	1
Trichostatin A	CD69	1
Trichostatin A	ACADSB	1
Trichostatin A	RNF213	1
Trichostatin A	FAH	1
Trichostatin A	HOOK2	1
Trichostatin A	TOE1	1
Trichostatin A	PAIP2B	1
Trichostatin A	XIAP	1
Trichostatin A	HNRNPR	1
Trichostatin A	RAPGEF1	1
Trichostatin A	HNRNPA3 /// HNRNPA3P1	1
Trichostatin A	MGST3	1
Trichostatin A	THUMPD1	1
Trichostatin A	CFH	1
Trichostatin A	MSL1	1
Trichostatin A	RNASET2	1
Trichostatin A	FDX1L	1
Trichostatin A	NUDT19	1
Trichostatin A	CDK17	1
Trichostatin A	CREG1	1
Trichostatin A	TIA1	1
Trichostatin A	SFRS5	1
Trichostatin A	BRD2	1
Trichostatin A	USP5	1
Trichostatin A	CAMK2G	1
Trichostatin A	YDJC	1
Trichostatin A	C5orf32	1
Trichostatin A	NOSIP	1
Trichostatin A	C12orf45	1
Trichostatin A	ZNF764	1
Trichostatin A	PDLIM2	1
Trichostatin A	GBP2	1
Trichostatin A	TOMM40L	1
Trichostatin A	STX11	1
Trichostatin A	NHEDC2	1
Trichostatin A	ZFAND6	1
Trichostatin A	CUL1	1
Trichostatin A	SSR3	1
Trichostatin A	MBNL2	1
Trichostatin A	PCBP3	1
Trichostatin A	TMED1	1
Trichostatin A	EPC2	1
Trichostatin A	DHRSX	1
Trichostatin A	CDK3	1
Trichostatin A	VPS52	1
Trichostatin A	NOL4	1
Trichostatin A	HOMER1	1
Trichostatin A	C9orf116	1
Trichostatin A	TMEM41B	1
Trichostatin A	SMS	1
Trichostatin A	DCI	1
Trichostatin A	NXN	1
Trichostatin A	ETHE1	1
Trichostatin A	FAM162A	1
Trichostatin A	LRMP	1
Trichostatin A	RANBP1	1
Trichostatin A	P4HA2	1
Trichostatin A	CD24	1
Trichostatin A	PRDM15	1
Trichostatin A	TESK2	1
Trichostatin A	CD200R1	1
Trichostatin A	PDE6D	1
Trichostatin A	IRAK1	1
Trichostatin A	ZCCHC24	1
Trichostatin A	PDS5A	1
Trichostatin A	ARSB	1
Trichostatin A	MTMR2	1
Trichostatin A	USP16	1
Trichostatin A	RBM16	1
Trichostatin A	FAM101B	1
Trichostatin A	MORN4	1
Trichostatin A	DUSP1	1
Trichostatin A	SAMD9	1
Trichostatin A	GPR65	1
Trichostatin A	CD59	1
Trichostatin A	ARL4A	1
Trichostatin A	CETN2	1
Trichostatin A	DAZAP2	1
Trichostatin A	COMMD4 /// LOC440292 /// LOC646670	1
Trichostatin A	GABARAPL2	1
Trichostatin A	HLA-DMA	1
Trichostatin A	PSMA4	1
Trichostatin A	LNP1	1
Trichostatin A	MYO7A	1
Trichostatin A	LOC642869 /// LOC646817 /// SET	1
Trichostatin A	SURF2	1
Trichostatin A	C19orf36	1
Trichostatin A	DNASE2	1
Trichostatin A	RCCD1	1
Trichostatin A	ATF5	1
Trichostatin A	PTPMT1	1
Trichostatin A	MTHFS	1
Trichostatin A	WSB2	1
Trichostatin A	KCNH2	1
Trichostatin A	PTPN9	1
Trichostatin A	RAN	1
Trichostatin A	UNC119	1
Trichostatin A	TSPAN18	1
Trichostatin A	RBX1	1
Trichostatin A	BANF1	1
Trichostatin A	ORC4L	1
Trichostatin A	BCL2	1
Trichostatin A	CHRNA5	1
Trichostatin A	PABPN1	1
Trichostatin A	SENP6	1
Trichostatin A	BATF	1
Trichostatin A	PNN	1
Trichostatin A	BCAT2	1
Trichostatin A	SMARCAD1	1
Trichostatin A	SET	1
Trichostatin A	VAMP8	1
Trichostatin A	HSF2	1
Trichostatin A	IRF6	1
Trichostatin A	TXNDC16	1
Trichostatin A	MCRS1	1
Trichostatin A	CEBPG	1
Trichostatin A	C1orf77	1
Trichostatin A	TM2D2	1
Trichostatin A	UBTF	1
Trichostatin A	EHD1	1
Trichostatin A	MAPKAPK5	1
Trichostatin A	ATG3	1
Trichostatin A	TPPP	1
Trichostatin A	C9orf103	1
Trichostatin A	RBM39	1
Trichostatin A	BCKDHB	1
Trichostatin A	CITED2	1
Trichostatin A	FAM53C	1
Trichostatin A	ERAP1	1
Trichostatin A	CD44	1
Trichostatin A	HIRIP3	1
Trichostatin A	NAIF1	1
Trichostatin A	UNC13B	1
Trichostatin A	ACSL5	1
Trichostatin A	COTL1	1
Trichostatin A	FIG4	1
Trichostatin A	UNG	1
Trichostatin A	GCH1	1
Trichostatin A	IFNAR1	1
Trichostatin A	GPN1	1
Trichostatin A	PHYH	1
Trichostatin A	CASC1	1
Trichostatin A	RRAS	1
Trichostatin A	ANKRD13A	1
Trichostatin A	RASSF4	1
Trichostatin A	UCHL3	1
Trichostatin A	BTN3A2	1
Trichostatin A	KEAP1	1
Trichostatin A	NCSTN	1
Trichostatin A	PSD4	1
Trichostatin A	ZCCHC10	1
Trichostatin A	SFRS4	1
Trichostatin A	FAM20C	1
Trichostatin A	ENSA	1
Trichostatin A	TMEM131	1
Trichostatin A	UPF3B	1
Trichostatin A	ZMYND8	1
Trichostatin A	PRKCI	1
Trichostatin A	ID3	1
Trichostatin A	GLA	1
Trichostatin A	CLK4	1
Trichostatin A	ADD3	1
Trichostatin A	MRPS15	1
Trichostatin A	SYK	1
Trichostatin A	PPIG	1
Trichostatin A	TRIAP1	1
Trichostatin A	UAP1	1
Trichostatin A	PIGW	1
Trichostatin A	VPS16	1
Trichostatin A	LANCL2	1
Trichostatin A	METRN	1
Trichostatin A	DDX39	1
Trichostatin A	NGFR	1
Trichostatin A	DARS2	1
Trichostatin A	C9orf86	1
Trichostatin A	CCDC59	1
Trichostatin A	LGALS3	1
Trichostatin A	TCOF1	1
Trichostatin A	ZNF407	1
Trichostatin A	PPCS	1
Trichostatin A	BCAT1	1
Trichostatin A	CBR1	1
Trichostatin A	PLS1	1
Trichostatin A	ZNF329	1
Trichostatin A	SKP1	1
Trichostatin A	URM1	1
Trichostatin A	PUM2	1
Trichostatin A	CTSB	1
Trichostatin A	MPP7	1
Trichostatin A	C14orf129	1
Trichostatin A	HSD17B8	1
Trichostatin A	DTD1	1
Trichostatin A	RASL10A	1
Trichostatin A	E2F1	1
Trichostatin A	FNBP1L	1
Trichostatin A	C17orf49	1
Trichostatin A	MRPL9	1
Trichostatin A	ACVR2A	1
Trichostatin A	ZZZ3	1
Trichostatin A	SYNGR3	1
Trichostatin A	EXOSC8	1
Trichostatin A	IFFO2	1
Trichostatin A	SLC2A6	1
Trichostatin A	DPF1	1
Trichostatin A	FAM89B	1
Trichostatin A	CTBP1	1
Trichostatin A	MCOLN2	1
Trichostatin A	RABIF	1
Trichostatin A	IKBKB	1
Trichostatin A	PSMB5	1
Trichostatin A	HDHD1A	1
Trichostatin A	PPCDC	1
Trichostatin A	SELL	1
Trichostatin A	RNF144B	1
Trichostatin A	FBXW7	1
Trichostatin A	TFRC	1
Trichostatin A	FNDC4	1
Trichostatin A	DDX17	1
Trichostatin A	PLEKHF1	1
Trichostatin A	ATP6V0D1	1
Trichostatin A	PSMC3	1
Trichostatin A	ITGAL	1
Trichostatin A	ENOSF1	1
Trichostatin A	CCDC94	1
Trichostatin A	PSMB8	1
Trichostatin A	AHSA2	1
Trichostatin A	PBX2	1
Trichostatin A	CASD1	1
Trichostatin A	AHRR	1
Trichostatin A	SPRYD4	1
Trichostatin A	HRNBP3	1
Trichostatin A	NGFRAP1	1
Trichostatin A	NCOR1	1
Trichostatin A	TIMELESS	1
Trichostatin A	TADA1	1
Trichostatin A	CDC42EP3	1
Trichostatin A	SLC25A39	1
Trichostatin A	ITPA	1
Trichostatin A	UBE3A	1
Trichostatin A	POLR1C	1
Trichostatin A	C2orf7	1
Trichostatin A	IFT52	1
Trichostatin A	MTDH	1
Trichostatin A	CDH2	1
Trichostatin A	SRD5A3	1
Trichostatin A	IGHMBP2	1
Trichostatin A	BCAS1	1
Trichostatin A	ELOVL4	1
Trichostatin A	ANKRD27	1
Trichostatin A	DFNB31	1
Trichostatin A	CYP2R1	1
Trichostatin A	RRAGD	1
Trichostatin A	TRAPPC6A	1
Trichostatin A	MMAB	1
Trichostatin A	PPP5C	1
Trichostatin A	EIF4EBP1	1
Trichostatin A	SERPINB2	1
Trichostatin A	TXNDC12	1
Trichostatin A	C16orf57	1
Trichostatin A	DRAM1	1
Trichostatin A	PIGM	1
Trichostatin A	GRWD1	1
Trichostatin A	MKNK1	1
Trichostatin A	TCEAL3 /// TCEAL6	1
Trichostatin A	INTS7	1
Trichostatin A	C7orf23	1
Trichostatin A	MMD	1
Trichostatin A	PPP3CA	1
Trichostatin A	PCMT1	1
Trichostatin A	ZNF362	1
Trichostatin A	B3GNTL1	1
Trichostatin A	CLPP	1
Trichostatin A	AVEN	1
Trichostatin A	CDC37	1
Trichostatin A	SLC48A1	1
Trichostatin A	NSMAF	1
Trichostatin A	CCDC43	1
Trichostatin A	SFRS12IP1	1
Trichostatin A	March 9	1
Trichostatin A	C16orf61	1
Trichostatin A	CHKB-CPT1B /// CPT1B	1
Trichostatin A	C20orf108	1
Trichostatin A	COX7A2L	1
Trichostatin A	C9orf119	1
Trichostatin A	RAB3A	1
Trichostatin A	EPB41L5	1
Trichostatin A	TMEM170B	1
Trichostatin A	RARRES3	1
Trichostatin A	CALU	1
Trichostatin A	LASS2	1
Trichostatin A	FAM108A1 /// FAM108A4	1
Trichostatin A	KRT7	1
Trichostatin A	MAGED2	1
Trichostatin A	C16orf93	1
Trichostatin A	C1orf144	1
Trichostatin A	ZNF277	1
Trichostatin A	HCP5	1
Trichostatin A	IGF2R	1
Trichostatin A	LOC150776 /// SMPD4	1
Trichostatin A	DDX23	1
Trichostatin A	C9orf69	1
Trichostatin A	CCNH	1
Trichostatin A	GOLGA2B	1
Trichostatin A	RBMS3	1
Trichostatin A	SRCAP	1
Trichostatin A	AHNAK2	1
Trichostatin A	TNKS1BP1	1
Trichostatin A	BCOR	1
Trichostatin A	WDR54	1
Trichostatin A	NEU1	1
Trichostatin A	PTPN18	1
Trichostatin A	ENO3	1
Trichostatin A	TMEM116	1
Trichostatin A	CD40	1
Trichostatin A	ARAF	1
Trichostatin A	ATL3	1
Trichostatin A	DAPK1	1
Trichostatin A	RWDD1	1
Trichostatin A	AKAP8	1
Trichostatin A	RND1	1
Trichostatin A	ANO10	1
Trichostatin A	APOLD1	1
Trichostatin A	GGCX	1
Trichostatin A	GRN	1
Trichostatin A	C6orf26 /// MSH5	1
Trichostatin A	FAM196A	1
Trichostatin A	UHRF1BP1	1
Trichostatin A	RNF135	1
Trichostatin A	GIPC1	1
Trichostatin A	RBBP4	1
Trichostatin A	GCET2	1
Trichostatin A	CD70	1
Trichostatin A	NMI	1
Trichostatin A	MLLT10	1
Trichostatin A	TAOK3	1
Trichostatin A	FXN	1
Trichostatin A	C9orf167	1
Trichostatin A	DDX47	1
Trichostatin A	SRXN1	1
Trichostatin A	HIST1H2BK	1
Trichostatin A	POLB	1
Trichostatin A	C6orf162	1
Trichostatin A	ARL4C	1
Trichostatin A	TNFSF4	1
Trichostatin A	FKBP11	1
Trichostatin A	ATP8A1	1
Trichostatin A	CCL22	1
Trichostatin A	GNPAT	1
Trichostatin A	NSMCE2	1
Trichostatin A	TAF1	1
Trichostatin A	GBE1	1
Trichostatin A	RRS1	1
Trichostatin A	PRIM2	1
Trichostatin A	TRIM65	1
Trichostatin A	PNRC2	1
Trichostatin A	TCF25	1
Trichostatin A	TTC21A	1
Trichostatin A	LOR	1
Trichostatin A	DUSP2	1
Trichostatin A	ANKLE2	1
Trichostatin A	GBAS	1
Trichostatin A	ZNF251	1
Trichostatin A	METTL4	1
Trichostatin A	FOS	1
Trichostatin A	ERP44	1
Trichostatin A	DPH1 /// OVCA2	1
Trichostatin A	AP2S1	1
Trichostatin A	CCDC107	1
Trichostatin A	MTMR1	1
Trichostatin A	UBA7	1
Trichostatin A	SNX15	1
Trichostatin A	LRFN4	1
Trichostatin A	LUC7L2	1
Trichostatin A	QSER1	1
Trichostatin A	FOXD4 /// FOXD4L1 /// FOXD4L3 /// FOXD4L6	1
Trichostatin A	GADD45GIP1	1
Trichostatin A	MTX1	1
Trichostatin A	TTC38	1
Trichostatin A	TP63	1
Trichostatin A	C8orf33	1
Trichostatin A	DAD1	1
Trichostatin A	AIFM2	1
Trichostatin A	ROPN1L	1
Trichostatin A	CYB561	1
Trichostatin A	IFI35	1
Trichostatin A	IL15RA	1
Trichostatin A	PPIL1	1
Trichostatin A	ATOX1	1
Trichostatin A	SAMSN1	1
Trichostatin A	CORO1C	1
Trichostatin A	PSMD8	1
Trichostatin A	HNRNPH3	1
Trichostatin A	CD86	1
Trichostatin A	HSF1	1
Trichostatin A	SAR1A	1
Trichostatin A	IQGAP2	1
Trichostatin A	BMP7	1
Trichostatin A	NUP50	1
Trichostatin A	March 3	1
Trichostatin A	ARMCX1	1
Trichostatin A	GADD45A	1
Trichostatin A	FSTL1	1
Trichostatin A	NME1 /// NME1-NME2	1
Trichostatin A	NDUFA7	1
Trichostatin A	PRKAR2B	1
Trichostatin A	GABBR1 /// UBD	1
Trichostatin A	CSE1L	1
Trichostatin A	SLC43A3	1
Trichostatin A	STK17B	1
Trichostatin A	RSAD1	1
Trichostatin A	LYSMD3	1
Trichostatin A	CCDC12	1
Trichostatin A	NPRL3	1
Trichostatin A	ORC5L	1
Trichostatin A	TNFSF13B	1
Trichostatin A	ITM2C	1
Trichostatin A	WDR13	1
Trichostatin A	EFR3B	1
Trichostatin A	OPTN	1
Trichostatin A	SND1	1
Trichostatin A	MICB	1
Trichostatin A	MCM2	1
Trichostatin A	P2RX5	1
Trichostatin A	MT1X	1
Trichostatin A	FAM128B	1
Trichostatin A	MRPS28	1
Trichostatin A	LRRC8B	1
Trichostatin A	HN1	1
Trichostatin A	TM2D1	1
Trichostatin A	NLRX1	1
Trichostatin A	NAA10	1
Trichostatin A	AP2A1	1
Trichostatin A	ACTR3	1
Trichostatin A	FAM32A	1
Trichostatin A	SLC22A4	1
Trichostatin A	DNAJA1	1
Trichostatin A	EVI5L	1
Trichostatin A	COQ9	1
Trichostatin A	VOPP1	1
Trichostatin A	FBXO33	1
Trichostatin A	INO80	1
Trichostatin A	DSEL	1
Trichostatin A	TLE6	1
Trichostatin A	ATP6V1D	1
Trichostatin A	MNAT1	1
Trichostatin A	ESYT2	1
Trichostatin A	PBLD	1
Trichostatin A	TBC1D5	1
Trichostatin A	C11orf75	1
Trichostatin A	COIL	1
Trichostatin A	RAB7A	1
Trichostatin A	ACTA2	1
Trichostatin A	SDHAF2	1
Trichostatin A	STX4	1
Trichostatin A	ZNF692	1
Trichostatin A	DERA	1
Trichostatin A	LSM7	1
Trichostatin A	RLTPR	1
Trichostatin A	CHCHD6	1
Trichostatin A	AIFM1	1
Trichostatin A	CDKL3	1
Trichostatin A	SHQ1	1
Trichostatin A	ZNF394	1
Trichostatin A	HNRNPUL1	1
Trichostatin A	PIM2	1
Trichostatin A	DPM2	1
Trichostatin A	LAMA5	1
Trichostatin A	EIF4E3	1
Trichostatin A	STX5	1
Trichostatin A	ATP8B4	1
Trichostatin A	INPP5K	1
Trichostatin A	ITGBL1	1
Trichostatin A	XBP1	1
Trichostatin A	DDRGK1	1
Trichostatin A	ZADH2	1
Trichostatin A	IFT80	1
Trichostatin A	SLC26A6	1
Trichostatin A	ANKMY2	1
Trichostatin A	NVL	1
Trichostatin A	GIMAP5	1
Trichostatin A	PSMG3	1
Trichostatin A	LBH	1
Trichostatin A	IDH3B	1
Trichostatin A	APLP2	1
Trichostatin A	TMEM168	1
Trichostatin A	C9orf25	1
Trichostatin A	EFEMP2	1
Trichostatin A	HMG20B	1
Trichostatin A	TMEM45A	1
Trichostatin A	SLC1A5	1
Trichostatin A	BRD1	1
Trichostatin A	MAPRE3	1
Trichostatin A	IFT20	1
Trichostatin A	DOPEY2	1
Trichostatin A	ZSCAN16	1
Trichostatin A	NMT1	1
Trichostatin A	SUV420H1	1
Trichostatin A	SLC22A3	1
Trichostatin A	EPHB3	1
Trichostatin A	LSM3	1
Trichostatin A	PDCL3	1
Trichostatin A	LRRN3	1
Trichostatin A	RSU1	1
Trichostatin A	PHLDA3	1
Trichostatin A	SFRS7	1
Trichostatin A	BRP44	1
Trichostatin A	C16orf62	1
Trichostatin A	WDR19	1
Trichostatin A	C2orf74	1
Trichostatin A	DCTD	1
Trichostatin A	OXSM	1
Trichostatin A	GLRX5	1
Trichostatin A	ADCY3	1
Trichostatin A	NOMO2	1
Trichostatin A	USP20	1
Trichostatin A	LHFPL3	1
Trichostatin A	CTNS	1
Trichostatin A	ZBTB7C	1
Trichostatin A	CAPN5	1
Trichostatin A	ICT1	1
Trichostatin A	EIF5	1
Trichostatin A	JUNB	1
Trichostatin A	BZW2	1
Trichostatin A	ATG2A	1
Trichostatin A	NSUN4	1
Trichostatin A	SMYD5	1
Trichostatin A	PEF1	1
Trichostatin A	CCS	1
Trichostatin A	DEXI	1
Trichostatin A	NUDT3	1
Trichostatin A	CFLAR	1
Trichostatin A	GOLGA4	1
Trichostatin A	GALK2	1
Trichostatin A	ERGIC2	1
Trichostatin A	HIPK2	1
Trichostatin A	ENAH	1
Trichostatin A	POLR2L	1
Trichostatin A	SH3GL2	1
Trichostatin A	GOLGA7	1
Trichostatin A	RPS6KA2	1
Trichostatin A	EPAS1	1
Trichostatin A	CABC1	1
Trichostatin A	SFRS6	1
Trichostatin A	NRGN	1
Trichostatin A	EXOG	1
Trichostatin A	MFF	1
Trichostatin A	EIF3A	1
Trichostatin A	UBA52	1
Trichostatin A	GCHFR	1
Trichostatin A	NT5C3	1
Trichostatin A	MYBL1	1
Trichostatin A	SLC27A2	1
Trichostatin A	STAG3L4	1
Trichostatin A	PDGFA	1
Trichostatin A	CYTH2	1
Trichostatin A	DACT3	1
Trichostatin A	KLF7	1
Trichostatin A	C9orf23	1
Trichostatin A	MUTED /// TXNDC5	1
Trichostatin A	TES	1
Trichostatin A	PHC3	1
Trichostatin A	SYP	1
Trichostatin A	ELP2	1
Trichostatin A	CALCOCO1	1
Trichostatin A	HIP1R /// LOC100294412	1
Trichostatin A	RGS6	1
Trichostatin A	TMEM187	1
Trichostatin A	CENPBD1	1
Trichostatin A	ATP6V1E1	1
Trichostatin A	RAP1A	1
Trichostatin A	SAP30BP	1
Trichostatin A	QTRT1	1
Trichostatin A	TMEM149	1
Trichostatin A	ZC3H11A	1
Trichostatin A	ELOVL5	1
Trichostatin A	HYLS1	1
Trichostatin A	CXorf57	1
Trichostatin A	MITF	1
Trichostatin A	LMNA	1
Trichostatin A	MRPS27	1
Trichostatin A	LOC652346 /// PML	1
Trichostatin A	C21orf91	1
Trichostatin A	C22orf39	1
